Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity TMT10-126,Intensity TMT10-127N,Intensity TMT10-127C,Intensity TMT10-128N,Intensity TMT10-128C,Intensity TMT10-129N,Intensity TMT10-129C,Intensity TMT10-130N,Intensity TMT10-130C,Intensity TMT10-131,Ratio TMT10-126,Ratio TMT10-127N,Ratio TMT10-127C,Ratio TMT10-128N,Ratio TMT10-128C,Ratio TMT10-129N,Ratio TMT10-129C,Ratio TMT10-130N,Ratio TMT10-130C,Ratio TMT10-131,Intensity Group 1(TMT10-126; TMT10-127N),Intensity Group 2(TMT10-127C; TMT10-128N),Intensity Group 3(TMT10-128C; TMT10-129N),Intensity Group 4(TMT10-129C; TMT10-130N),Intensity Group 5(TMT10-130C; TMT10-131),Ratio Group 1(TMT10-126; TMT10-127N),Ratio Group 2(TMT10-127C; TMT10-128N),Ratio Group 3(TMT10-128C; TMT10-129N),Ratio Group 4(TMT10-129C; TMT10-130N),Ratio Group 5(TMT10-130C; TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
7,8,P10591|HSP71_YEAST,22.91,314.72,5.464E5,5.906E5,7.636E5,7.717E5,9.315E5,9.028E5,1.065E6,1.09E6,1.095E6,1.013E6,1.00,1.08,1.40,1.41,1.70,1.65,1.95,1.99,2.00,1.85,5.737E5,7.701E5,9.171E5,1.078E6,1.054E6,1.00,1.34,1.60,1.88,1.84,10,34,6,TMT10plex; Oxidation (M); Deamidation (NQ),69657,Heat shock protein SSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA1 PE=1 SV=4
8,7,P10592|HSP72_YEAST,23.87,312.36,1.336E6,1.296E6,9.961E5,1.008E6,9.084E5,9.225E5,6.859E5,6.535E5,6.324E5,5.905E5,1.00,0.97,0.75,0.75,0.68,0.69,0.51,0.49,0.47,0.44,1.316E6,1.002E6,9.154E5,6.697E5,6.114E5,1.00,0.76,0.70,0.51,0.46,4,32,2,TMT10plex; Oxidation (M),69470,Heat shock protein SSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA2 PE=1 SV=3
17,21,P11484|SSB1_YEAST,33.64,308.56,7.226E5,7.289E5,6.312E5,6.468E5,5.432E5,5.393E5,4.493E5,4.491E5,4.09E5,4.072E5,1.00,1.01,0.87,0.90,0.75,0.75,0.62,0.62,0.57,0.56,7.286E5,6.415E5,5.455E5,4.527E5,4.113E5,1.00,0.88,0.75,0.62,0.56,10,30,4,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),66602,Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB1 PE=1 SV=3
23,11,P19097|FAS2_YEAST,17.07,305.68,4.743E6,4.775E6,4.838E6,5.003E6,4.944E6,4.948E6,5.436E6,5.608E6,5.624E6,5.53E6,1.00,1.01,1.02,1.05,1.04,1.04,1.15,1.18,1.19,1.17,4.763E6,4.925E6,4.946E6,5.522E6,5.577E6,1.00,1.03,1.04,1.16,1.17,23,40,40,TMT10plex; Oxidation (M); Deamidation (NQ),206945,Fatty acid synthase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS2 PE=1 SV=2
6,25,P02994|EF1A_YEAST,21.18,304.14,6.495E7,6.589E7,5.641E7,5.652E7,5.238E7,5.151E7,5.123E7,5.067E7,5.141E7,5.308E7,1.00,1.01,0.87,0.87,0.81,0.79,0.79,0.78,0.79,0.82,6.542E7,5.646E7,5.195E7,5.095E7,5.225E7,1.00,0.86,0.79,0.78,0.80,55,25,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),50033,Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF1 PE=1 SV=1
37,105,P10963|PCKA_YEAST,50.54,303.98,2.071E6,2.031E6,2.239E6,2.249E6,6.577E6,6.783E6,1.183E7,1.181E7,1.327E7,1.291E7,1.00,0.98,1.08,1.09,3.18,3.27,5.71,5.70,6.41,6.23,2.074E6,2.255E6,6.68E6,1.182E7,1.309E7,1.00,1.09,3.22,5.70,6.31,56,25,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),60983,Phosphoenolpyruvate carboxykinase (ATP) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCK1 PE=1 SV=2
21,18,P15108|HSC82_YEAST,11.69,301.78,2.672E6,2.728E6,2.599E6,2.572E6,2.221E6,2.317E6,2.352E6,2.088E6,2.099E6,2.251E6,1.00,1.02,0.97,0.96,0.83,0.87,0.88,0.78,0.79,0.84,2.7E6,2.586E6,2.269E6,2.22E6,2.178E6,1.00,0.96,0.84,0.82,0.81,11,35,7,TMT10plex,80900,ATP-dependent molecular chaperone HSC82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSC82 PE=1 SV=4
53,16,Q00955|ACAC_YEAST,39.60,301.23,4.542E6,4.518E6,3.933E6,3.924E6,4.438E6,4.492E6,4.877E6,4.915E6,5.036E6,5.022E6,1.00,0.99,0.87,0.86,0.98,0.99,1.07,1.08,1.11,1.11,4.534E6,3.929E6,4.465E6,4.896E6,5.029E6,1.00,0.87,0.98,1.08,1.11,20,34,34,TMT10plex; Oxidation (M); Deamidation (NQ),250351,Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACC1 PE=1 SV=2
43,94,P00950|PMG1_YEAST,37.91,300.94,2.378E7,2.366E7,2.776E7,2.884E7,2.305E7,2.342E7,1.336E7,1.295E7,1.395E7,1.385E7,1.00,0.99,1.17,1.21,0.97,0.98,0.56,0.54,0.59,0.58,2.372E7,2.83E7,2.324E7,1.317E7,1.391E7,1.00,1.19,0.98,0.56,0.59,65,16,16,TMT10plex; Oxidation (M); Deamidation (NQ),27609,Phosphoglycerate mutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPM1 PE=1 SV=3
28,19,P02829|HSP82_YEAST,38.78,297.61,5.9E5,5.872E5,9.68E5,9.696E5,1.024E6,9.693E5,1.229E6,1.173E6,1.243E6,1.193E6,1.00,1.00,1.64,1.64,1.74,1.64,2.08,1.99,2.11,2.02,5.886E5,9.688E5,9.969E5,1.201E6,1.218E6,1.00,1.65,1.69,2.04,2.07,9,33,5,TMT10plex,81406,ATP-dependent molecular chaperone HSP82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP82 PE=1 SV=1
46,74,P46367|ALDH4_YEAST,42.80,296.39,2.551E6,2.585E6,3.944E6,4.17E6,8.269E6,8.065E6,1.84E7,1.782E7,2.089E7,2.138E7,1.00,1.01,1.55,1.63,3.24,3.16,7.21,6.98,8.19,8.38,2.574E6,4.057E6,8.17E6,1.811E7,2.113E7,1.00,1.58,3.17,7.03,8.21,58,25,24,TMT10plex; Oxidation (M); Deamidation (NQ),56724,Potassium-activated aldehyde dehydrogenase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD4 PE=1 SV=2
19,17,P40150|SSB2_YEAST,25.01,295.53,7.777E5,8.017E5,8.616E5,8.524E5,7.214E5,6.761E5,6.036E5,6.685E5,6.142E5,6.238E5,1.00,1.03,1.11,1.10,0.93,0.87,0.78,0.86,0.79,0.80,7.897E5,8.57E5,6.988E5,6.361E5,6.229E5,1.00,1.09,0.88,0.81,0.79,6,29,3,TMT10plex,66595,Ribosome-associated molecular chaperone SSB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB2 PE=1 SV=2
52,28,P07251|ATPA_YEAST,40.10,295.40,4.362E6,4.417E6,5.079E6,5.044E6,7.612E6,7.467E6,1.132E7,1.131E7,1.159E7,1.125E7,1.00,1.01,1.16,1.16,1.74,1.71,2.59,2.59,2.66,2.58,4.39E6,5.062E6,7.539E6,1.131E7,1.142E7,1.00,1.15,1.72,2.58,2.60,47,24,24,Acrylamide; TMT10plex; Oxidation (M),58608,ATP synthase subunit alpha  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP1 PE=1 SV=5
24,38,P06168|ILV5_YEAST,11.11,294.42,1.179E7,1.225E7,1.118E7,1.081E7,1.072E7,1.077E7,1.167E7,1.119E7,1.193E7,1.162E7,1.00,1.04,0.95,0.92,0.91,0.91,0.99,0.95,1.01,0.99,1.202E7,1.1E7,1.075E7,1.143E7,1.179E7,1.00,0.91,0.89,0.95,0.98,57,21,21,TMT10plex; Oxidation (M); Deamidation (NQ),44369,Ketol-acid reductoisomerase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV5 PE=1 SV=1
60,51,P38009|PUR92_YEAST,15.12,294.03,2.978E6,2.892E6,2.794E6,2.844E6,2.72E6,2.657E6,2.487E6,2.572E6,2.571E6,2.553E6,1.00,0.97,0.94,0.95,0.91,0.89,0.84,0.86,0.86,0.86,2.935E6,2.819E6,2.688E6,2.533E6,2.568E6,1.00,0.96,0.92,0.86,0.88,52,28,23,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),65263,Bifunctional purine biosynthesis protein ADE17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE17 PE=1 SV=2
11,56,P00358|G3P2_YEAST,28.16,293.10,1.017E6,9.807E5,7.901E5,7.6E5,6.683E5,6.512E5,3.86E5,3.432E5,2.282E5,2.139E5,1.00,0.96,0.78,0.75,0.66,0.64,0.38,0.34,0.22,0.21,9.987E5,7.751E5,6.597E5,3.692E5,2.24E5,1.00,0.78,0.66,0.37,0.22,14,26,4,TMT10plex; Oxidation (M); Deamidation (NQ),35847,Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH2 PE=1 SV=3
16,26,P19414|ACON_YEAST,40.96,292.95,6.759E6,6.743E6,8.757E6,8.475E6,1.624E7,1.643E7,2.293E7,2.254E7,2.314E7,2.282E7,1.00,1.00,1.30,1.25,2.40,2.43,3.39,3.33,3.42,3.38,6.751E6,8.616E6,1.634E7,2.273E7,2.298E7,1.00,1.28,2.42,3.37,3.40,35,30,30,TMT10plex; Oxidation (M); Deamidation (NQ),85368,Aconitate hydratase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACO1 PE=1 SV=2
32,36,P38720|6PGD1_YEAST,26.37,292.84,1.069E7,1.055E7,1.078E7,1.064E7,9.155E6,9.146E6,5.688E6,5.864E6,5.72E6,5.865E6,1.00,0.99,1.01,1.00,0.86,0.86,0.53,0.55,0.53,0.55,1.062E7,1.072E7,9.154E6,5.778E6,5.799E6,1.00,1.01,0.86,0.54,0.55,46,27,21,TMT10plex; Deamidation (NQ),53543,6-phosphogluconate dehydrogenase  decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GND1 PE=1 SV=1
33,54,P37291|GLYC_YEAST,26.58,291.91,1.6E7,1.606E7,1.525E7,1.488E7,1.382E7,1.351E7,1.122E7,1.069E7,1.087E7,1.071E7,1.00,1.00,0.95,0.93,0.86,0.84,0.70,0.67,0.68,0.67,1.603E7,1.507E7,1.367E7,1.096E7,1.08E7,1.00,0.94,0.85,0.68,0.67,55,27,26,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),52219,Serine hydroxymethyltransferase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHM2 PE=1 SV=2
30,41,P0CS90|HSP77_YEAST,42.71,290.90,8.91E6,8.868E6,1.06E7,1.067E7,1.317E7,1.305E7,1.556E7,1.564E7,1.613E7,1.584E7,1.00,1.00,1.19,1.20,1.48,1.47,1.75,1.76,1.81,1.78,8.889E6,1.063E7,1.312E7,1.56E7,1.599E7,1.00,1.20,1.48,1.76,1.80,35,23,23,TMT10plex; Oxidation (M); Deamidation (NQ),70628,Import motor subunit  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSC1 PE=1 SV=1
69,20,P16861|PFKA1_YEAST,24.74,290.72,4.381E6,4.2E6,4.608E6,4.687E6,4.28E6,4.243E6,3.58E6,3.617E6,3.681E6,3.586E6,1.00,0.96,1.05,1.07,0.98,0.97,0.82,0.83,0.84,0.82,4.291E6,4.651E6,4.269E6,3.598E6,3.642E6,1.00,1.08,0.99,0.84,0.85,32,29,28,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),107970,ATP-dependent 6-phosphofructokinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFK1 PE=1 SV=1
29,5,P07262|DHE4_YEAST,28.99,289.63,1.106E7,1.12E7,1.176E7,1.166E7,7.081E6,6.83E6,6.716E6,6.952E6,6.813E6,6.613E6,1.00,1.01,1.06,1.05,0.64,0.62,0.61,0.63,0.62,0.60,1.113E7,1.171E7,6.961E6,6.834E6,6.718E6,1.00,1.05,0.63,0.61,0.60,46,24,16,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),49570,NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2
54,13,P39692|MET10_YEAST,14.87,287.66,3.716E6,3.691E6,3.942E6,3.856E6,3.746E6,3.774E6,3.461E6,3.383E6,3.477E6,3.412E6,1.00,0.99,1.06,1.04,1.01,1.02,0.93,0.91,0.94,0.92,3.712E6,3.899E6,3.76E6,3.427E6,3.445E6,1.00,1.05,1.01,0.92,0.93,41,30,30,TMT10plex; Deamidation (NQ),114829,Sulfite reductase [NADPH] flavoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET10 PE=1 SV=2
20,33,P54115|ALDH6_YEAST,30.06,287.65,1.199E7,1.251E7,1E7,1.011E7,1.347E7,1.349E7,1.683E7,1.702E7,1.738E7,1.756E7,1.00,1.04,0.83,0.84,1.12,1.12,1.40,1.42,1.45,1.46,1.226E7,1.005E7,1.348E7,1.692E7,1.747E7,1.00,0.82,1.10,1.38,1.43,58,29,29,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),54414,Magnesium-activated aldehyde dehydrogenase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD6 PE=1 SV=4
39,66,P30952|MLS1_YEAST,48.21,287.10,2.854E6,2.771E6,2.714E6,2.709E6,1.266E7,1.219E7,2.256E7,2.183E7,2.446E7,2.464E7,1.00,0.97,0.95,0.95,4.43,4.27,7.91,7.65,8.57,8.63,2.834E6,2.718E6,1.243E7,2.22E7,2.456E7,1.00,0.96,4.38,7.83,8.67,47,23,23,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),62791,Malate synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MLS1 PE=1 SV=1
55,30,P19882|HSP60_YEAST,29.41,285.66,5.787E6,5.721E6,6.088E6,6.005E6,6.88E6,7.018E6,8.456E6,8.628E6,8.179E6,8.047E6,1.00,0.99,1.05,1.04,1.19,1.21,1.46,1.49,1.41,1.39,5.754E6,6.046E6,6.949E6,8.542E6,8.121E6,1.00,1.05,1.21,1.48,1.41,47,28,28,TMT10plex; Oxidation (M),60752,Heat shock protein 60  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP60 PE=1 SV=1
50,27,P23254|TKT1_YEAST,32.21,284.51,7.655E6,7.62E6,7.031E6,7.099E6,6.86E6,6.673E6,5.945E6,6.031E6,5.953E6,5.952E6,1.00,1.00,0.92,0.93,0.90,0.87,0.78,0.79,0.78,0.78,7.64E6,7.069E6,6.769E6,5.992E6,5.956E6,1.00,0.93,0.89,0.78,0.78,39,26,26,TMT10plex; Oxidation (M); Deamidation (NQ),73806,Transketolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TKL1 PE=1 SV=4
10,42,P00924|ENO1_YEAST,21.55,284.47,4.376E6,4.455E6,5.367E6,5.204E6,4.438E6,4.74E6,2.815E6,2.943E6,2.082E6,1.758E6,1.00,1.02,1.23,1.19,1.01,1.08,0.64,0.67,0.48,0.40,4.416E6,5.285E6,4.589E6,2.879E6,1.923E6,1.00,1.20,1.04,0.65,0.44,28,27,9,TMT10plex; Oxidation (M),46816,Enolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENO1 PE=1 SV=3
34,82,P00830|ATPB_YEAST,43.48,284.08,4.751E6,4.743E6,5.454E6,5.431E6,8.944E6,9.189E6,1.461E7,1.449E7,1.553E7,1.522E7,1.00,1.00,1.15,1.14,1.88,1.93,3.08,3.05,3.27,3.20,4.747E6,5.448E6,9.071E6,1.455E7,1.538E7,1.00,1.15,1.91,3.07,3.24,54,21,21,TMT10plex; Oxidation (M); Deamidation (NQ),54794,ATP synthase subunit beta  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP2 PE=1 SV=2
89,37,P04147|PABP_YEAST,19.76,283.09,6.149E6,6.023E6,5.414E6,5.386E6,5.139E6,5.164E6,5.361E6,5.399E6,5.477E6,5.269E6,1.00,0.98,0.88,0.88,0.84,0.84,0.87,0.88,0.89,0.86,6.086E6,5.4E6,5.151E6,5.38E6,5.373E6,1.00,0.89,0.85,0.88,0.88,36,22,22,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),64344,Polyadenylate-binding protein  cytoplasmic and nuclear OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAB1 PE=1 SV=4
45,40,P47169|MET5_YEAST,20.18,282.40,5.087E6,5.017E6,5.292E6,5.357E6,4.854E6,4.982E6,4.658E6,4.622E6,4.637E6,4.749E6,1.00,0.99,1.04,1.05,0.95,0.98,0.92,0.91,0.91,0.93,5.063E6,5.327E6,4.931E6,4.644E6,4.699E6,1.00,1.05,0.97,0.92,0.93,38,37,36,Acrylamide; TMT10plex; Deamidation (NQ),161218,Sulfite reductase [NADPH] subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET5 PE=1 SV=1
38,39,P00890|CISY1_YEAST,40.30,282.18,3.05E6,3.013E6,3.939E6,4.08E6,8.535E6,8.633E6,1.509E7,1.508E7,1.615E7,1.649E7,1.00,0.99,1.29,1.34,2.80,2.83,4.95,4.94,5.30,5.41,3.121E6,4.016E6,8.584E6,1.508E7,1.632E7,1.00,1.29,2.75,4.83,5.23,46,26,25,TMT10plex; Oxidation (M); Deamidation (NQ),53360,Citrate synthase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CIT1 PE=1 SV=2
18,78,P04840|VDAC1_YEAST,35.50,278.39,6.332E6,6.199E6,7.91E6,7.847E6,1.327E7,1.324E7,1.629E7,1.568E7,1.819E7,1.763E7,1.00,0.98,1.25,1.24,2.10,2.09,2.57,2.48,2.87,2.78,6.275E6,7.89E6,1.326E7,1.599E7,1.792E7,1.00,1.26,2.11,2.55,2.86,72,18,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),30428,Mitochondrial outer membrane protein porin 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POR1 PE=1 SV=4
31,63,P18239|ADT2_YEAST,37.82,278.24,5.25E6,5.399E6,6.768E6,6.656E6,1.056E7,1.069E7,1.535E7,1.492E7,1.586E7,1.569E7,1.00,1.03,1.29,1.27,2.01,2.04,2.92,2.84,3.02,2.99,5.329E6,6.719E6,1.063E7,1.514E7,1.577E7,1.00,1.26,1.99,2.84,2.96,42,24,17,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),34426,ADP ATP carrier protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PET9 PE=1 SV=2
15,29,P00330|ADH1_YEAST,32.77,277.67,2.692E7,2.694E7,2.646E7,2.765E7,2.195E7,2.168E7,1.245E7,1.223E7,1.135E7,1.16E7,1.00,1.00,0.98,1.03,0.82,0.81,0.46,0.45,0.42,0.43,2.693E7,2.706E7,2.182E7,1.235E7,1.148E7,1.00,1.00,0.81,0.46,0.43,41,22,16,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),36849,Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5
