Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity TMT10-126,Intensity TMT10-127N,Intensity TMT10-127C,Intensity TMT10-128N,Intensity TMT10-128C,Intensity TMT10-129N,Intensity TMT10-129C,Intensity TMT10-130N,Intensity TMT10-130C,Intensity TMT10-131,Ratio TMT10-126,Ratio TMT10-127N,Ratio TMT10-127C,Ratio TMT10-128N,Ratio TMT10-128C,Ratio TMT10-129N,Ratio TMT10-129C,Ratio TMT10-130N,Ratio TMT10-130C,Ratio TMT10-131,Intensity Group 1(TMT10-126; TMT10-127N),Intensity Group 2(TMT10-127C; TMT10-128N),Intensity Group 3(TMT10-128C; TMT10-129N),Intensity Group 4(TMT10-129C; TMT10-130N),Intensity Group 5(TMT10-130C; TMT10-131),Ratio Group 1(TMT10-126; TMT10-127N),Ratio Group 2(TMT10-127C; TMT10-128N),Ratio Group 3(TMT10-128C; TMT10-129N),Ratio Group 4(TMT10-129C; TMT10-130N),Ratio Group 5(TMT10-130C; TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
28,16,Q00955|ACAC_YEAST,18.93,321.15,8.157E6,8.191E6,6.978E6,7.244E6,7.549E6,7.489E6,7.248E6,7.587E6,8.259E6,8.457E6,1.00,1.00,0.86,0.89,0.93,0.92,0.89,0.93,1.01,1.04,8.174E6,7.111E6,7.519E6,7.417E6,8.358E6,1.00,0.87,0.92,0.91,1.02,23,43,43,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),250351,Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACC1 PE=1 SV=2
11,7,P10592|HSP72_YEAST,20.88,318.95,1.385E6,1.374E6,1.22E6,1.203E6,1.035E6,1.088E6,1.127E6,1.063E6,8.641E5,9.113E5,1.00,0.99,0.88,0.87,0.75,0.79,0.81,0.77,0.62,0.66,1.379E6,1.211E6,1.061E6,1.095E6,8.877E5,1.00,0.88,0.77,0.79,0.64,9,32,4,TMT10plex; Oxidation (M); Deamidation (NQ),69470,Heat shock protein SSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA2 PE=1 SV=3
10,8,P10591|HSP71_YEAST,27.78,317.61,8.118E5,8.156E5,7.935E5,8.038E5,9.394E5,1.04E6,1.082E6,1.071E6,1.243E6,1.353E6,1.00,1.00,0.98,0.99,1.16,1.28,1.33,1.32,1.53,1.67,8.137E5,7.986E5,9.895E5,1.076E6,1.298E6,1.00,0.98,1.22,1.32,1.60,13,33,7,TMT10plex; Oxidation (M); Deamidation (NQ),69657,Heat shock protein SSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA1 PE=1 SV=4
19,21,P11484|SSB1_YEAST,7.65,312.78,4.955E5,4.945E5,5.445E5,5.279E5,4.763E5,4.607E5,4.252E5,5.045E5,4.781E5,4.111E5,1.00,1.00,1.10,1.07,0.96,0.93,0.86,1.02,0.96,0.83,4.969E5,5.384E5,4.721E5,4.744E5,4.446E5,1.00,1.08,0.95,0.95,0.89,6,31,3,Acrylamide; TMT10plex; Deamidation (NQ),66602,Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB1 PE=1 SV=3
21,5,P07262|DHE4_YEAST,24.76,312.18,1.79E7,1.777E7,1.765E7,1.76E7,2.061E7,2.044E7,1.98E7,2.018E7,1.195E7,1.085E7,1.00,0.99,0.99,0.98,1.15,1.14,1.11,1.13,0.67,0.61,1.784E7,1.763E7,2.052E7,1.999E7,1.141E7,1.00,0.99,1.15,1.12,0.64,50,26,17,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),49570,NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2
17,17,P40150|SSB2_YEAST,24.03,301.57,1.025E6,9.581E5,1.057E6,1.065E6,9.618E5,9.531E5,9.537E5,9.626E5,9.3E5,9.234E5,1.00,0.93,1.03,1.04,0.94,0.93,0.93,0.94,0.91,0.90,9.943E5,1.061E6,9.605E5,9.629E5,9.267E5,1.00,1.07,0.97,0.97,0.93,10,32,4,TMT10plex; Oxidation (M); Deamidation (NQ),66595,Ribosome-associated molecular chaperone SSB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB2 PE=1 SV=2
24,94,P00950|PMG1_YEAST,15.33,300.89,4.34E7,4.518E7,5.073E7,5.034E7,5.34E7,5.189E7,5.002E7,5.115E7,2.293E7,1.995E7,1.00,1.04,1.17,1.16,1.23,1.20,1.15,1.18,0.53,0.46,4.43E7,5.054E7,5.265E7,5.059E7,2.145E7,1.00,1.14,1.19,1.14,0.48,63,14,14,TMT10plex; Oxidation (M); Deamidation (NQ),27609,Phosphoglycerate mutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPM1 PE=1 SV=3
55,13,P39692|MET10_YEAST,11.11,300.60,4.685E6,4.721E6,4.957E6,4.907E6,4.857E6,4.984E6,5E6,4.799E6,4.846E6,4.928E6,1.00,1.01,1.06,1.05,1.04,1.06,1.07,1.02,1.03,1.05,4.718E6,4.934E6,4.924E6,4.899E6,4.891E6,1.00,1.05,1.04,1.04,1.04,41,30,30,Acrylamide; TMT10plex; Deamidation (NQ),114829,Sulfite reductase [NADPH] flavoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET10 PE=1 SV=2
40,20,P16861|PFKA1_YEAST,16.82,298.46,6.958E6,6.824E6,7.052E6,7.338E6,7.382E6,7.307E6,7.174E6,7.391E6,6.317E6,6.192E6,1.00,0.98,1.01,1.05,1.06,1.05,1.03,1.06,0.91,0.89,6.891E6,7.195E6,7.346E6,7.282E6,6.262E6,1.00,1.04,1.07,1.06,0.91,34,33,32,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),107970,ATP-dependent 6-phosphofructokinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFK1 PE=1 SV=1
15,18,P15108|HSC82_YEAST,14.99,298.09,4.779E6,4.853E6,4.317E6,4.361E6,4.417E6,4.299E6,4.431E6,4.22E6,3.774E6,3.99E6,1.00,1.02,0.90,0.91,0.92,0.90,0.93,0.88,0.79,0.83,4.822E6,4.339E6,4.358E6,4.325E6,3.885E6,1.00,0.90,0.90,0.90,0.81,11,36,7,TMT10plex,80900,ATP-dependent molecular chaperone HSC82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSC82 PE=1 SV=4
29,12,P03965|CARB_YEAST,29.95,295.44,1.433E7,1.442E7,1.169E7,1.172E7,1.185E7,1.158E7,1.092E7,1.084E7,1.203E7,1.242E7,1.00,1.01,0.82,0.82,0.83,0.81,0.76,0.76,0.84,0.87,1.437E7,1.17E7,1.172E7,1.088E7,1.223E7,1.00,0.81,0.82,0.76,0.85,38,37,36,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),123915,Carbamoyl-phosphate synthase arginine-specific large chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPA2 PE=1 SV=1
20,19,P02829|HSP82_YEAST,23.31,295.23,9.791E5,8.934E5,9.485E5,9.687E5,1.21E6,1.208E6,1.135E6,1.176E6,1.97E6,2.03E6,1.00,0.91,0.97,0.99,1.24,1.23,1.16,1.20,2.01,2.07,9.363E5,9.586E5,1.209E6,1.155E6,2E6,1.00,1.02,1.29,1.23,2.14,10,34,5,TMT10plex; Deamidation (NQ),81406,ATP-dependent molecular chaperone HSP82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP82 PE=1 SV=1
26,38,P06168|ILV5_YEAST,12.13,292.50,1.722E7,1.729E7,1.6E7,1.557E7,1.467E7,1.55E7,1.525E7,1.467E7,1.72E7,1.814E7,1.00,1.00,0.93,0.90,0.85,0.90,0.89,0.85,1.00,1.05,1.726E7,1.578E7,1.509E7,1.496E7,1.767E7,1.00,0.91,0.87,0.87,1.02,62,23,23,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),44369,Ketol-acid reductoisomerase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV5 PE=1 SV=1
31,36,P38720|6PGD1_YEAST,33.30,292.48,1.169E7,1.191E7,1.19E7,1.215E7,1.211E7,1.257E7,1.223E7,1.225E7,1.017E7,1.02E7,1.00,1.02,1.02,1.04,1.04,1.08,1.05,1.05,0.87,0.87,1.18E7,1.203E7,1.234E7,1.224E7,1.019E7,1.00,1.02,1.05,1.04,0.86,59,25,25,TMT10plex; Oxidation (M); Deamidation (NQ),53543,6-phosphogluconate dehydrogenase  decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GND1 PE=1 SV=1
6,25,P02994|EF1A_YEAST,21.03,289.57,9.137E7,9.028E7,8.31E7,8.482E7,7.762E7,7.54E7,8.01E7,7.921E7,7.655E7,7.756E7,1.00,0.99,0.91,0.93,0.85,0.83,0.88,0.87,0.84,0.85,9.083E7,8.396E7,7.651E7,7.966E7,7.705E7,1.00,0.92,0.84,0.88,0.85,54,24,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),50033,Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF1 PE=1 SV=1
52,46,P00815|HIS2_YEAST,23.67,288.25,5.137E6,4.959E6,5.327E6,5.388E6,6.193E6,6.29E6,6.38E6,6.444E6,6.424E6,6.561E6,1.00,0.97,1.04,1.05,1.21,1.22,1.24,1.25,1.25,1.28,5.048E6,5.363E6,6.247E6,6.414E6,6.493E6,1.00,1.06,1.24,1.27,1.29,39,26,26,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),87721,Histidine biosynthesis trifunctional protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS4 PE=1 SV=3
59,51,P38009|PUR92_YEAST,12.19,287.10,3.097E6,3.025E6,3.221E6,3.271E6,2.97E6,3.036E6,2.974E6,3.038E6,3.24E6,3.211E6,1.00,0.98,1.04,1.06,0.96,0.98,0.96,0.98,1.05,1.04,3.061E6,3.248E6,3.003E6,3.008E6,3.229E6,1.00,1.06,0.98,0.98,1.05,46,26,21,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),65263,Bifunctional purine biosynthesis protein ADE17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE17 PE=1 SV=2
9,101,P14540|ALF_YEAST,41.52,286.50,4.751E7,4.795E7,5.173E7,5.117E7,4.692E7,4.603E7,4.831E7,4.871E7,2.502E7,2.508E7,1.00,1.01,1.09,1.08,0.99,0.97,1.02,1.03,0.53,0.53,4.776E7,5.147E7,4.65E7,4.852E7,2.507E7,1.00,1.08,0.97,1.02,0.52,46,18,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),39621,Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3
12,29,P00330|ADH1_YEAST,35.93,286.07,6.495E7,6.195E7,6.602E7,6.586E7,7.52E7,7.379E7,8.011E7,8.006E7,2.394E7,2.006E7,1.00,0.95,1.02,1.01,1.16,1.14,1.23,1.23,0.37,0.31,6.346E7,6.594E7,7.45E7,8.009E7,2.2E7,1.00,1.04,1.17,1.26,0.35,60,20,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),36849,Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5
50,24,P39976|DLD3_YEAST,19.11,285.41,5.832E6,5.891E6,5.994E6,5.909E6,5.39E6,5.47E6,5.472E6,5.544E6,5.347E6,5.296E6,1.00,1.01,1.03,1.01,0.92,0.94,0.94,0.95,0.92,0.91,5.863E6,5.956E6,5.439E6,5.511E6,5.341E6,1.00,1.02,0.93,0.94,0.91,60,23,23,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),55225,D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DLD3 PE=1 SV=1
32,33,P54115|ALDH6_YEAST,28.97,284.03,1.122E7,1.103E7,1.046E7,1.06E7,9.252E6,8.889E6,8.898E6,9E6,2.465E7,2.584E7,1.00,0.98,0.93,0.94,0.82,0.79,0.79,0.80,2.20,2.30,1.114E7,1.053E7,9.073E6,8.949E6,2.525E7,1.00,0.95,0.81,0.80,2.27,52,24,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),54414,Magnesium-activated aldehyde dehydrogenase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD6 PE=1 SV=4
48,41,P0CS90|HSP77_YEAST,31.29,283.02,9.052E6,9.189E6,9.47E6,9.749E6,1.112E7,1.117E7,1.057E7,1.07E7,2.306E7,2.356E7,1.00,1.02,1.05,1.08,1.23,1.23,1.17,1.18,2.55,2.60,9.12E6,9.609E6,1.114E7,1.063E7,2.331E7,1.00,1.05,1.22,1.17,2.56,34,19,19,TMT10plex; Oxidation (M); Deamidation (NQ),70628,Import motor subunit  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSC1 PE=1 SV=1
23,23,P16521|EF3A_YEAST,32.76,282.34,9.802E6,1.017E7,9.21E6,9.128E6,7.734E6,7.966E6,8.027E6,8.118E6,6.366E6,6.408E6,1.00,1.04,0.94,0.93,0.79,0.81,0.82,0.83,0.65,0.65,9.988E6,9.172E6,7.852E6,8.076E6,6.392E6,1.00,0.92,0.79,0.81,0.64,26,32,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),115945,Elongation factor 3A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEF3 PE=1 SV=4
22,214,P00942|TPIS_YEAST,20.60,281.43,3.479E7,3.495E7,4.072E7,3.93E7,4.345E7,4.247E7,3.965E7,4.038E7,2.741E7,2.623E7,1.00,1.00,1.17,1.13,1.25,1.22,1.14,1.16,0.79,0.75,3.487E7,4.001E7,4.296E7,4.002E7,2.682E7,1.00,1.15,1.23,1.15,0.77,70,15,15,Acrylamide; TMT10plex; Deamidation (NQ),26795,Triosephosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPI1 PE=1 SV=2
27,40,P47169|MET5_YEAST,10.55,280.67,6.911E6,6.83E6,7.275E6,7.205E6,7.251E6,7.451E6,7.109E6,7.253E6,7.182E6,7.372E6,1.00,0.99,1.05,1.04,1.05,1.08,1.03,1.05,1.04,1.07,6.874E6,7.24E6,7.36E6,7.181E6,7.296E6,1.00,1.05,1.07,1.04,1.06,36,42,41,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),161218,Sulfite reductase [NADPH] subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET5 PE=1 SV=1
63,98,P10664|RL4A_YEAST,28.31,280.49,1.356E6,1.385E6,1.037E6,1.033E6,8.889E5,8.974E5,1.124E6,1.14E6,5.658E5,5.884E5,1.00,1.02,0.77,0.76,0.66,0.66,0.83,0.84,0.42,0.43,1.37E6,1.035E6,8.931E5,1.132E6,5.771E5,1.00,0.76,0.65,0.83,0.42,4,17,2,TMT10plex,39092,60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL4A PE=1 SV=4
49,81,P07245|C1TC_YEAST,25.06,279.79,3.942E6,3.982E6,4.314E6,4.253E6,4.15E6,4.274E6,4.273E6,4.144E6,5.063E6,5.126E6,1.00,1.01,1.09,1.08,1.05,1.08,1.08,1.05,1.28,1.30,3.965E6,4.285E6,4.214E6,4.209E6,5.094E6,1.00,1.08,1.06,1.06,1.28,33,25,22,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),102205,C-1-tetrahydrofolate synthase  cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE3 PE=1 SV=1
104,37,P04147|PABP_YEAST,23.21,279.44,7.724E6,7.511E6,7.383E6,7.433E6,6.919E6,6.877E6,6.836E6,6.814E6,7.643E6,7.562E6,1.00,0.97,0.96,0.96,0.90,0.89,0.89,0.88,0.99,0.98,7.619E6,7.41E6,6.9E6,6.825E6,7.603E6,1.00,0.97,0.91,0.90,1.00,31,20,20,TMT10plex; Oxidation (M),64344,Polyadenylate-binding protein  cytoplasmic and nuclear OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAB1 PE=1 SV=4
65,30,P19882|HSP60_YEAST,23.65,275.68,5.384E6,5.425E6,5.545E6,5.552E6,5.501E6,5.409E6,5.711E6,5.74E6,1.007E7,1.042E7,1.00,1.01,1.03,1.03,1.02,1.00,1.06,1.07,1.87,1.94,5.407E6,5.552E6,5.455E6,5.725E6,1.024E7,1.00,1.03,1.01,1.06,1.89,42,23,23,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),60752,Heat shock protein 60  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP60 PE=1 SV=1
109,74,P46367|ALDH4_YEAST,31.43,275.27,3.31E6,3.361E6,3.033E6,2.974E6,3.907E6,4.103E6,3.791E6,3.683E6,2.357E7,2.521E7,1.00,1.02,0.92,0.90,1.18,1.24,1.15,1.11,7.12,7.62,3.335E6,3.009E6,4.01E6,3.737E6,2.439E7,1.00,0.90,1.20,1.12,7.31,44,17,16,TMT10plex; Deamidation (NQ),56724,Potassium-activated aldehyde dehydrogenase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD4 PE=1 SV=2
99,117,Q03558|OYE2_YEAST,19.82,273.63,6.703E6,6.879E6,7.679E6,7.457E6,8.455E6,8.535E6,7.875E6,7.998E6,6.126E6,5.762E6,1.00,1.03,1.15,1.11,1.26,1.27,1.17,1.19,0.91,0.86,6.791E6,7.571E6,8.497E6,7.938E6,5.944E6,1.00,1.11,1.25,1.17,0.88,52,20,20,TMT10plex; Deamidation (NQ),45011,NADPH dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OYE2 PE=1 SV=3
42,48,P17255|VATA_YEAST,18.25,271.30,5.838E6,5.901E6,6.182E6,6.205E6,6.546E6,6.61E6,6.169E6,6.165E6,5.887E6,5.921E6,1.00,1.01,1.06,1.06,1.12,1.13,1.06,1.06,1.01,1.01,5.87E6,6.196E6,6.585E6,6.172E6,5.909E6,1.00,1.06,1.12,1.05,1.01,31,31,31,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),118637,V-type proton ATPase catalytic subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA1 PE=1 SV=3
34,22,P12709|G6PI_YEAST,28.57,271.25,1.878E7,1.872E7,2.04E7,2.045E7,2.328E7,2.3E7,2.173E7,2.221E7,1.294E7,1.202E7,1.00,1.00,1.09,1.09,1.24,1.22,1.16,1.18,0.69,0.64,1.875E7,2.043E7,2.314E7,2.197E7,1.249E7,1.00,1.09,1.23,1.17,0.67,47,18,18,TMT10plex; Oxidation (M); Deamidation (NQ),61299,Glucose-6-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PGI1 PE=1 SV=3
36,76,P29453|RL8B_YEAST,16.49,270.36,4.554E5,4.496E5,4.47E5,4.598E5,4.435E5,4.247E5,4.096E5,4.123E5,4.259E5,4.238E5,1.00,0.99,0.98,1.01,0.97,0.93,0.90,0.91,0.94,0.93,4.525E5,4.534E5,4.341E5,4.109E5,4.249E5,1.00,1.00,0.96,0.91,0.94,9,21,4,TMT10plex; Oxidation (M),28112,60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8B PE=1 SV=3
25,54,P37291|GLYC_YEAST,20.10,270.12,2.688E7,2.723E7,2.652E7,2.683E7,2.439E7,2.323E7,2.399E7,2.291E7,2.384E7,2.379E7,1.00,1.01,0.99,1.00,0.91,0.86,0.89,0.85,0.89,0.88,2.705E7,2.668E7,2.381E7,2.345E7,2.381E7,1.00,0.99,0.88,0.87,0.88,56,27,26,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),52219,Serine hydroxymethyltransferase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHM2 PE=1 SV=2
