Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity TMT10-126,Intensity TMT10-127N,Intensity TMT10-127C,Intensity TMT10-128N,Intensity TMT10-128C,Intensity TMT10-129N,Intensity TMT10-129C,Intensity TMT10-130N,Intensity TMT10-130C,Intensity TMT10-131,Ratio TMT10-126,Ratio TMT10-127N,Ratio TMT10-127C,Ratio TMT10-128N,Ratio TMT10-128C,Ratio TMT10-129N,Ratio TMT10-129C,Ratio TMT10-130N,Ratio TMT10-130C,Ratio TMT10-131,Intensity Group 1(TMT10-126; TMT10-127N),Intensity Group 2(TMT10-127C; TMT10-128N),Intensity Group 3(TMT10-128C; TMT10-129N),Intensity Group 4(TMT10-129C; TMT10-130N),Intensity Group 5(TMT10-130C; TMT10-131),Ratio Group 1(TMT10-126; TMT10-127N),Ratio Group 2(TMT10-127C; TMT10-128N),Ratio Group 3(TMT10-128C; TMT10-129N),Ratio Group 4(TMT10-129C; TMT10-130N),Ratio Group 5(TMT10-130C; TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
22,16,Q00955|ACAC_YEAST,16.58,328.79,5.391E6,5.44E6,4.826E6,4.714E6,4.871E6,4.939E6,4.913E6,5.127E6,5.193E6,5.309E6,1.00,1.01,0.90,0.87,0.90,0.92,0.91,0.95,0.96,0.98,5.416E6,4.77E6,4.905E6,5.02E6,5.251E6,1.00,0.88,0.91,0.93,0.97,23,47,47,TMT10plex; Oxidation (M); Deamidation (NQ),250351,Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACC1 PE=1 SV=2
9,7,P10592|HSP72_YEAST,50.57,326.99,1.111E6,1.145E6,1.092E6,1.091E6,8.896E5,8.902E5,9.379E5,9.644E5,6.085E5,5.691E5,1.00,1.03,0.98,0.98,0.80,0.80,0.84,0.87,0.55,0.51,1.128E6,1.091E6,8.899E5,9.511E5,5.888E5,1.00,0.97,0.79,0.84,0.52,7,35,4,TMT10plex; Oxidation (M),69470,Heat shock protein SSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA2 PE=1 SV=3
29,12,P03965|CARB_YEAST,30.80,324.49,6.782E6,6.857E6,4.902E6,4.945E6,4.507E6,4.656E6,4.682E6,4.62E6,5.733E6,5.833E6,1.00,1.01,0.72,0.73,0.66,0.69,0.69,0.68,0.85,0.86,6.829E6,4.924E6,4.584E6,4.651E6,5.783E6,1.00,0.72,0.67,0.68,0.85,34,36,35,Acrylamide; TMT10plex; Oxidation (M),123915,Carbamoyl-phosphate synthase arginine-specific large chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPA2 PE=1 SV=1
7,8,P10591|HSP71_YEAST,21.27,322.63,4.844E5,5.125E5,5.209E5,5.068E5,7.231E5,7.478E5,7.154E5,7.17E5,8.687E5,8.908E5,1.00,1.06,1.08,1.05,1.49,1.54,1.48,1.48,1.79,1.84,5.029E5,5.152E5,7.354E5,7.162E5,8.818E5,1.00,1.02,1.46,1.42,1.75,13,35,6,TMT10plex; Oxidation (M); Deamidation (NQ),69657,Heat shock protein SSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA1 PE=1 SV=4
20,21,P11484|SSB1_YEAST,26.24,317.92,5.418E5,5.432E5,4.931E5,4.432E5,3.647E5,3.73E5,3.904E5,3.718E5,2.995E5,2.911E5,1.00,1.00,0.91,0.82,0.67,0.69,0.72,0.69,0.55,0.54,5.453E5,4.743E5,3.704E5,3.811E5,2.97E5,1.00,0.87,0.68,0.70,0.54,6,27,3,Acrylamide; TMT10plex,66602,Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB1 PE=1 SV=3
95,37,P04147|PABP_YEAST,22.14,316.42,6.142E6,6.079E6,5.569E6,5.562E6,4.849E6,5.027E6,5.081E6,4.939E6,5.791E6,5.81E6,1.00,0.99,0.91,0.91,0.79,0.82,0.83,0.80,0.94,0.95,6.114E6,5.566E6,4.938E6,5.01E6,5.801E6,1.00,0.91,0.81,0.82,0.95,39,23,23,Acrylamide; TMT10plex; Deamidation (NQ),64344,Polyadenylate-binding protein  cytoplasmic and nuclear OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAB1 PE=1 SV=4
18,5,P07262|DHE4_YEAST,23.36,315.81,8.412E6,8.271E6,8.706E6,8.609E6,9.881E6,9.812E6,9.712E6,9.97E6,5.71E6,5.339E6,1.00,0.98,1.03,1.02,1.17,1.17,1.15,1.19,0.68,0.63,8.341E6,8.658E6,9.847E6,9.841E6,5.528E6,1.00,1.04,1.18,1.18,0.66,49,25,16,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),49570,NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2
10,25,P02994|EF1A_YEAST,5.51,312.39,4.222E7,4.29E7,4.41E7,4.326E7,4.203E7,4.123E7,4.335E7,4.308E7,4.343E7,4.296E7,1.00,1.02,1.04,1.02,1.00,0.98,1.03,1.02,1.03,1.02,4.257E7,4.369E7,4.163E7,4.322E7,4.32E7,1.00,1.03,0.98,1.02,1.01,56,25,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),50033,Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF1 PE=1 SV=1
64,20,P16861|PFKA1_YEAST,31.32,308.78,4.517E6,4.59E6,4.708E6,4.707E6,4.672E6,4.774E6,4.782E6,4.747E6,3.651E6,3.669E6,1.00,1.02,1.04,1.04,1.03,1.06,1.06,1.05,0.81,0.81,4.553E6,4.708E6,4.723E6,4.764E6,3.66E6,1.00,1.03,1.04,1.05,0.80,29,27,26,TMT10plex,107970,ATP-dependent 6-phosphofructokinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFK1 PE=1 SV=1
37,48,P17255|VATA_YEAST,33.11,308.66,4.907E6,4.874E6,5.095E6,5.121E6,5.297E6,5.294E6,5.33E6,5.46E6,4.357E6,4.372E6,1.00,0.99,1.04,1.04,1.08,1.08,1.09,1.11,0.89,0.89,4.894E6,5.114E6,5.297E6,5.395E6,4.367E6,1.00,1.04,1.08,1.10,0.89,31,32,32,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),118637,V-type proton ATPase catalytic subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA1 PE=1 SV=3
21,38,P06168|ILV5_YEAST,18.68,308.12,1.114E7,1.138E7,1.018E7,9.713E6,8.79E6,9.095E6,9.031E6,8.815E6,1.045E7,1.069E7,1.00,1.02,0.91,0.87,0.79,0.82,0.81,0.79,0.94,0.96,1.126E7,9.952E6,8.943E6,8.925E6,1.057E7,1.00,0.88,0.79,0.79,0.94,57,20,20,TMT10plex; Deamidation (NQ),44369,Ketol-acid reductoisomerase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV5 PE=1 SV=1
19,17,P40150|SSB2_YEAST,12.54,307.49,7.01E5,7.905E5,6.462E5,6.682E5,5.525E5,5.613E5,5.547E5,5.569E5,5.022E5,5.397E5,1.00,1.13,0.92,0.95,0.79,0.80,0.79,0.79,0.72,0.77,7.496E5,6.631E5,5.569E5,5.558E5,5.225E5,1.00,0.88,0.74,0.74,0.70,6,27,3,TMT10plex,66595,Ribosome-associated molecular chaperone SSB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB2 PE=1 SV=2
17,18,P15108|HSC82_YEAST,16.64,306.79,2.754E6,2.708E6,2.497E6,2.542E6,2.285E6,2.327E6,2.604E6,2.472E6,2.62E6,2.751E6,1.00,0.98,0.91,0.92,0.83,0.84,0.95,0.90,0.95,1.00,2.734E6,2.519E6,2.309E6,2.539E6,2.688E6,1.00,0.92,0.84,0.93,0.98,12,35,7,TMT10plex,80900,ATP-dependent molecular chaperone HSC82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSC82 PE=1 SV=4
96,51,P38009|PUR92_YEAST,5.18,303.23,1.521E6,1.557E6,1.596E6,1.584E6,1.549E6,1.59E6,1.604E6,1.512E6,1.622E6,1.657E6,1.00,1.02,1.05,1.04,1.02,1.05,1.05,0.99,1.07,1.09,1.539E6,1.59E6,1.57E6,1.558E6,1.639E6,1.00,1.03,1.02,1.01,1.07,33,21,15,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),65263,Bifunctional purine biosynthesis protein ADE17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE17 PE=1 SV=2
35,36,P38720|6PGD1_YEAST,15.34,302.45,6.73E6,7.037E6,7.197E6,6.986E6,6.596E6,6.617E6,7.041E6,6.942E6,5.239E6,5.03E6,1.00,1.05,1.07,1.04,0.98,0.98,1.05,1.03,0.78,0.75,6.887E6,7.099E6,6.611E6,6.994E6,5.137E6,1.00,1.03,0.96,1.02,0.75,45,27,21,TMT10plex; Oxidation (M); Deamidation (NQ),53543,6-phosphogluconate dehydrogenase  decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GND1 PE=1 SV=1
56,13,P39692|MET10_YEAST,22.64,300.70,2.952E6,2.918E6,2.657E6,2.729E6,2.572E6,2.591E6,2.644E6,2.631E6,2.465E6,2.484E6,1.00,0.99,0.90,0.92,0.87,0.88,0.90,0.89,0.84,0.84,2.935E6,2.7E6,2.586E6,2.639E6,2.477E6,1.00,0.92,0.88,0.90,0.84,42,30,30,TMT10plex; Oxidation (M); Deamidation (NQ),114829,Sulfite reductase [NADPH] flavoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET10 PE=1 SV=2
8,101,P14540|ALF_YEAST,45.20,297.08,3.049E7,3.085E7,3.642E7,3.66E7,3.775E7,3.687E7,3.575E7,3.481E7,1.603E7,1.599E7,1.00,1.01,1.19,1.20,1.24,1.21,1.17,1.14,0.53,0.52,3.069E7,3.655E7,3.732E7,3.53E7,1.603E7,1.00,1.19,1.22,1.15,0.52,42,18,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),39621,Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3
25,54,P37291|GLYC_YEAST,15.86,295.44,1.057E7,1.044E7,1.207E7,1.176E7,1.047E7,1.051E7,1.082E7,1.082E7,1.04E7,9.839E6,1.00,0.99,1.14,1.11,0.99,0.99,1.02,1.02,0.98,0.93,1.051E7,1.192E7,1.049E7,1.082E7,1.012E7,1.00,1.13,1.00,1.03,0.96,53,25,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),52219,Serine hydroxymethyltransferase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHM2 PE=1 SV=2
26,19,P02829|HSP82_YEAST,21.37,295.07,1.539E5,1.391E5,1.322E5,1.408E5,1.591E5,1.481E5,1.57E5,1.653E5,2.47E5,2.551E5,1.00,0.90,0.86,0.91,1.03,0.96,1.02,1.07,1.60,1.66,1.465E5,1.365E5,1.536E5,1.611E5,2.511E5,1.00,0.93,1.05,1.10,1.71,5,30,2,TMT10plex,81406,ATP-dependent molecular chaperone HSP82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP82 PE=1 SV=1
76,28,P07251|ATPA_YEAST,33.83,292.86,2.524E6,2.589E6,2.258E6,2.227E6,2.492E6,2.558E6,2.439E6,2.503E6,1.059E7,1.103E7,1.00,1.03,0.89,0.88,0.99,1.01,0.97,0.99,4.20,4.37,2.558E6,2.242E6,2.525E6,2.473E6,1.081E7,1.00,0.88,0.99,0.97,4.23,48,23,23,Acrylamide; TMT10plex,58608,ATP synthase subunit alpha  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP1 PE=1 SV=5
14,29,P00330|ADH1_YEAST,27.08,291.79,3.985E7,4.029E7,4.46E7,4.592E7,5.618E7,5.462E7,5.553E7,5.548E7,1.812E7,1.538E7,1.00,1.01,1.12,1.15,1.41,1.37,1.39,1.39,0.45,0.39,4.007E7,4.526E7,5.54E7,5.55E7,1.676E7,1.00,1.13,1.38,1.39,0.42,54,22,20,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),36849,Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5
33,26,P19414|ACON_YEAST,33.80,290.19,5.228E6,5.096E6,5.342E6,5.311E6,5.146E6,5.128E6,5.061E6,5.092E6,2.099E7,2.175E7,1.00,0.97,1.02,1.02,0.98,0.98,0.97,0.97,4.01,4.16,5.165E6,5.33E6,5.14E6,5.079E6,2.137E7,1.00,1.03,1.00,0.98,4.14,37,28,28,TMT10plex; Oxidation (M); Deamidation (NQ),85368,Aconitate hydratase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACO1 PE=1 SV=2
59,66,P30952|MLS1_YEAST,43.84,290.03,1.591E6,1.622E6,1.554E6,1.43E6,1.514E6,1.622E6,1.327E6,1.165E6,2.478E7,2.516E7,1.00,1.02,0.98,0.90,0.95,1.02,0.83,0.73,15.58,15.82,1.615E6,1.502E6,1.576E6,1.255E6,2.497E7,1.00,0.93,0.98,0.78,15.46,43,20,20,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),62791,Malate synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MLS1 PE=1 SV=1
44,40,P47169|MET5_YEAST,23.38,289.32,4.058E6,4.16E6,3.955E6,4.039E6,3.968E6,3.93E6,3.98E6,4.02E6,3.52E6,3.513E6,1.00,1.02,0.97,1.00,0.98,0.97,0.98,0.99,0.87,0.87,4.121E6,3.997E6,3.953E6,4.002E6,3.52E6,1.00,0.97,0.96,0.97,0.85,35,37,36,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),161218,Sulfite reductase [NADPH] subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET5 PE=1 SV=1
47,98,P10664|RL4A_YEAST,15.81,288.68,3.416E5,3.292E5,3.851E5,3.67E5,4.092E5,4.047E5,3.81E5,4.191E5,2.54E5,2.333E5,1.00,0.96,1.13,1.07,1.20,1.18,1.12,1.23,0.74,0.68,3.354E5,3.761E5,4.07E5,4.001E5,2.436E5,1.00,1.12,1.21,1.19,0.73,4,17,2,TMT10plex,39092,60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL4A PE=1 SV=4
40,27,P23254|TKT1_YEAST,27.69,288.50,6.731E6,6.753E6,6.498E6,6.392E6,6.164E6,6.14E6,6.163E6,6.277E6,5.966E6,5.924E6,1.00,1.00,0.97,0.95,0.92,0.91,0.92,0.93,0.89,0.88,6.745E6,6.447E6,6.152E6,6.22E6,5.947E6,1.00,0.96,0.91,0.92,0.88,38,25,25,TMT10plex; Oxidation (M); Deamidation (NQ),73806,Transketolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TKL1 PE=1 SV=4
65,105,P10963|PCKA_YEAST,32.85,287.19,1.112E6,1.071E6,1.092E6,9.938E5,9.787E5,1.039E6,9.408E5,9.311E5,7.737E6,8.075E6,1.00,0.96,0.98,0.89,0.88,0.93,0.85,0.84,6.96,7.26,1.118E6,1.051E6,1.013E6,9.415E5,7.906E6,1.00,0.94,0.91,0.84,7.07,56,22,22,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),60983,Phosphoenolpyruvate carboxykinase (ATP) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCK1 PE=1 SV=2
32,33,P54115|ALDH6_YEAST,29.06,286.75,6.507E6,6.469E6,5.961E6,6.032E6,4.959E6,5.162E6,4.937E6,4.867E6,1.446E7,1.511E7,1.00,0.99,0.92,0.93,0.76,0.79,0.76,0.75,2.22,2.32,6.488E6,5.997E6,5.061E6,4.902E6,1.479E7,1.00,0.92,0.78,0.76,2.28,48,23,23,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),54414,Magnesium-activated aldehyde dehydrogenase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD6 PE=1 SV=4
30,23,P16521|EF3A_YEAST,30.43,286.57,5.92E6,5.758E6,5.506E6,5.669E6,4.986E6,4.935E6,4.999E6,5.01E6,3.756E6,3.783E6,1.00,0.97,0.93,0.96,0.84,0.83,0.84,0.85,0.63,0.64,5.842E6,5.591E6,4.963E6,5.006E6,3.769E6,1.00,0.96,0.85,0.86,0.65,25,31,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),115945,Elongation factor 3A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEF3 PE=1 SV=4
53,24,P39976|DLD3_YEAST,34.93,286.34,4.097E6,4.203E6,4.103E6,4.039E6,3.449E6,3.546E6,3.557E6,3.535E6,2.53E6,2.546E6,1.00,1.03,1.00,0.99,0.84,0.87,0.87,0.86,0.62,0.62,4.15E6,4.071E6,3.501E6,3.547E6,2.541E6,1.00,0.98,0.84,0.85,0.61,54,21,21,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),55225,D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DLD3 PE=1 SV=1
27,32,P06106|CYSD_YEAST,19.61,285.77,1.229E7,1.224E7,1.267E7,1.286E7,1.439E7,1.416E7,1.499E7,1.456E7,1.339E7,1.368E7,1.00,1.00,1.03,1.05,1.17,1.15,1.22,1.18,1.09,1.11,1.227E7,1.277E7,1.428E7,1.478E7,1.354E7,1.00,1.04,1.16,1.20,1.10,56,19,19,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),48672,Homocysteine/cysteine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET17 PE=1 SV=3
69,74,P46367|ALDH4_YEAST,42.57,284.78,2.075E6,1.978E6,1.5E6,1.507E6,2.306E6,2.316E6,2.077E6,2.026E6,1.842E7,1.901E7,1.00,0.95,0.72,0.73,1.11,1.12,1.00,0.98,8.88,9.16,2.032E6,1.514E6,2.311E6,2.052E6,1.871E7,1.00,0.75,1.14,1.01,9.21,48,19,19,TMT10plex; Oxidation (M); Deamidation (NQ),56724,Potassium-activated aldehyde dehydrogenase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD4 PE=1 SV=2
38,62,P17076|RL8A_YEAST,16.35,284.44,2.593E5,2.557E5,2.689E5,2.658E5,2.623E5,2.603E5,2.284E5,2.473E5,3.359E5,3.246E5,1.00,0.99,1.04,1.03,1.01,1.00,0.88,0.95,1.30,1.25,2.575E5,2.673E5,2.613E5,2.378E5,3.303E5,1.00,1.04,1.01,0.92,1.28,5,18,2,TMT10plex,28125,60S ribosomal protein L8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8A PE=1 SV=4
80,117,Q03558|OYE2_YEAST,26.66,284.44,6.077E6,5.973E6,5.937E6,5.909E6,6.162E6,6.266E6,6.507E6,6.152E6,4.367E6,4.423E6,1.00,0.98,0.98,0.97,1.01,1.03,1.07,1.01,0.72,0.73,6.025E6,5.923E6,6.214E6,6.329E6,4.395E6,1.00,0.98,1.03,1.05,0.73,52,20,20,TMT10plex,45011,NADPH dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OYE2 PE=1 SV=3
39,76,P29453|RL8B_YEAST,13.11,283.74,2.168E5,2.13E5,1.936E5,1.967E5,1.711E5,1.986E5,1.72E5,1.844E5,1.886E5,1.814E5,1.00,0.98,0.89,0.91,0.79,0.92,0.79,0.85,0.87,0.84,2.149E5,1.952E5,1.849E5,1.782E5,1.85E5,1.00,0.91,0.86,0.83,0.86,9,19,3,TMT10plex; Oxidation (M),28112,60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8B PE=1 SV=3
