Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity TMT10-126,Intensity TMT10-127N,Intensity TMT10-127C,Intensity TMT10-128N,Intensity TMT10-128C,Intensity TMT10-129N,Intensity TMT10-129C,Intensity TMT10-130N,Intensity TMT10-130C,Intensity TMT10-131,Ratio TMT10-126,Ratio TMT10-127N,Ratio TMT10-127C,Ratio TMT10-128N,Ratio TMT10-128C,Ratio TMT10-129N,Ratio TMT10-129C,Ratio TMT10-130N,Ratio TMT10-130C,Ratio TMT10-131,Intensity Group 1(TMT10-126; TMT10-127N),Intensity Group 2(TMT10-127C; TMT10-128N),Intensity Group 3(TMT10-128C; TMT10-129N),Intensity Group 4(TMT10-129C; TMT10-130N),Intensity Group 5(TMT10-130C; TMT10-131),Ratio Group 1(TMT10-126; TMT10-127N),Ratio Group 2(TMT10-127C; TMT10-128N),Ratio Group 3(TMT10-128C; TMT10-129N),Ratio Group 4(TMT10-129C; TMT10-130N),Ratio Group 5(TMT10-130C; TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
2,14,P00359|G3P3_YEAST,27.39,386.63,3.631E6,3.806E6,3.575E6,3.664E6,3.855E6,3.758E6,3.884E6,3.596E6,2.359E6,2.322E6,1.00,1.05,0.98,1.01,1.06,1.04,1.07,0.99,0.65,0.64,3.723E6,3.619E6,3.809E6,3.745E6,2.347E6,1.00,0.97,1.02,1.01,0.63,30,31,10,TMT10plex; Oxidation (M); Deamidation (NQ),35747,Glyceraldehyde-3-phosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH3 PE=1 SV=3
16,11,P19097|FAS2_YEAST,13.70,386.54,6.508E6,6.307E6,6.094E6,6.375E6,7.102E6,7.025E6,7.042E6,7.093E6,6.207E6,5.983E6,1.00,0.97,0.94,0.98,1.09,1.08,1.08,1.09,0.95,0.92,6.407E6,6.235E6,7.064E6,7.067E6,6.101E6,1.00,0.97,1.10,1.10,0.95,29,47,47,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),206945,Fatty acid synthase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS2 PE=1 SV=2
20,21,P11484|SSB1_YEAST,13.08,385.79,5.018E5,4.503E5,4.705E5,4.247E5,4.209E5,4.224E5,4.17E5,4.502E5,3.491E5,3.375E5,1.00,0.90,0.94,0.85,0.84,0.84,0.83,0.90,0.70,0.67,4.821E5,4.497E5,4.236E5,4.355E5,3.485E5,1.00,0.93,0.88,0.90,0.72,10,33,4,Acrylamide; TMT10plex; Oxidation (M),66602,Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB1 PE=1 SV=3
26,16,Q00955|ACAC_YEAST,21.22,375.92,5.881E6,5.896E6,5.408E6,5.462E6,5.709E6,5.687E6,5.742E6,5.847E6,5.963E6,5.964E6,1.00,1.00,0.92,0.93,0.97,0.97,0.98,0.99,1.01,1.01,5.889E6,5.435E6,5.698E6,5.794E6,5.963E6,1.00,0.92,0.97,0.98,1.01,24,49,49,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),250351,Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACC1 PE=1 SV=2
5,56,P00358|G3P2_YEAST,32.48,371.40,1.956E6,1.935E6,1.575E6,1.725E6,1.183E6,1.298E6,1.534E6,1.521E6,5.969E5,6.156E5,1.00,0.99,0.81,0.88,0.60,0.66,0.78,0.78,0.31,0.31,1.946E6,1.653E6,1.241E6,1.527E6,6.274E5,1.00,0.85,0.64,0.79,0.32,32,28,7,TMT10plex; Oxidation (M); Deamidation (NQ),35847,Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH2 PE=1 SV=3
43,12,P03965|CARB_YEAST,22.42,371.10,5.538E6,5.642E6,4.517E6,4.398E6,4.752E6,4.791E6,4.714E6,4.502E6,5.892E6,6E6,1.00,1.02,0.82,0.79,0.86,0.87,0.85,0.81,1.06,1.08,5.59E6,4.458E6,4.771E6,4.608E6,5.946E6,1.00,0.80,0.85,0.82,1.06,36,36,35,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),123915,Carbamoyl-phosphate synthase arginine-specific large chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPA2 PE=1 SV=1
21,5,P07262|DHE4_YEAST,16.43,370.78,9.871E6,9.598E6,9.381E6,9.923E6,1.083E7,1.1E7,1.066E7,1.08E7,6.493E6,5.93E6,1.00,0.97,0.95,1.01,1.10,1.11,1.08,1.09,0.66,0.60,9.735E6,9.652E6,1.091E7,1.073E7,6.212E6,1.00,0.99,1.12,1.10,0.64,58,28,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),49570,NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2
22,38,P06168|ILV5_YEAST,22.70,370.26,1.034E7,1.008E7,9.634E6,9.666E6,9.411E6,9.55E6,9.243E6,9.029E6,1.036E7,1.032E7,1.00,0.97,0.93,0.93,0.91,0.92,0.89,0.87,1.00,1.00,1.021E7,9.65E6,9.481E6,9.136E6,1.034E7,1.00,0.94,0.93,0.89,1.01,59,21,21,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),44369,Ketol-acid reductoisomerase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV5 PE=1 SV=1
18,17,P40150|SSB2_YEAST,6.18,363.89,7.251E5,7.306E5,7.223E5,7.453E5,7.292E5,7.487E5,7.453E5,7.318E5,6.355E5,5.873E5,1.00,1.01,1.00,1.03,1.01,1.03,1.03,1.01,0.88,0.81,7.298E5,7.338E5,7.426E5,7.408E5,6.143E5,1.00,1.01,1.02,1.02,0.84,10,33,4,TMT10plex; Oxidation (M),66595,Ribosome-associated molecular chaperone SSB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB2 PE=1 SV=2
11,25,P02994|EF1A_YEAST,16.00,360.51,5.47E7,5.662E7,5.125E7,5.235E7,4.662E7,4.525E7,4.777E7,4.669E7,4.591E7,4.636E7,1.00,1.03,0.94,0.96,0.85,0.83,0.87,0.85,0.84,0.85,5.567E7,5.18E7,4.594E7,4.723E7,4.624E7,1.00,0.93,0.83,0.85,0.83,52,24,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),50033,Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF1 PE=1 SV=1
19,18,P15108|HSC82_YEAST,18.80,352.87,2.816E6,2.771E6,2.731E6,2.611E6,2.319E6,2.355E6,2.431E6,2.515E6,2.204E6,2.292E6,1.00,0.98,0.97,0.93,0.82,0.84,0.86,0.89,0.78,0.81,2.793E6,2.671E6,2.339E6,2.475E6,2.248E6,1.00,0.96,0.84,0.89,0.80,13,34,7,TMT10plex; Deamidation (NQ),80900,ATP-dependent molecular chaperone HSC82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSC82 PE=1 SV=4
8,42,P00924|ENO1_YEAST,27.29,352.02,2.322E6,2.287E6,2.707E6,2.641E6,3.427E6,3.472E6,3.551E6,3.556E6,1.136E6,9.408E5,1.00,0.99,1.17,1.14,1.48,1.50,1.53,1.53,0.49,0.41,2.304E6,2.674E6,3.449E6,3.554E6,1.045E6,1.00,1.16,1.50,1.54,0.45,28,29,9,TMT10plex; Oxidation (M); Deamidation (NQ),46816,Enolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENO1 PE=1 SV=3
24,19,P02829|HSP82_YEAST,28.25,349.25,5.396E5,5.318E5,5.172E5,5.754E5,7.189E5,7.208E5,6.929E5,7.212E5,9.851E5,9.975E5,1.00,0.99,0.96,1.07,1.33,1.34,1.28,1.34,1.83,1.85,5.357E5,5.463E5,7.199E5,7.071E5,9.913E5,1.00,1.02,1.34,1.32,1.85,10,32,5,TMT10plex,81406,ATP-dependent molecular chaperone HSP82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP82 PE=1 SV=1
14,29,P00330|ADH1_YEAST,21.06,345.85,3.834E7,3.75E7,3.901E7,3.985E7,4.022E7,3.947E7,4.165E7,4.129E7,1.338E7,1.203E7,1.00,0.98,1.02,1.04,1.05,1.03,1.09,1.08,0.35,0.31,3.792E7,3.943E7,3.985E7,4.147E7,1.271E7,1.00,1.04,1.05,1.09,0.34,57,20,17,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),36849,Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5
46,24,P39976|DLD3_YEAST,12.06,345.33,4.315E6,4.199E6,4.296E6,4.261E6,4.138E6,4.036E6,4.04E6,4.097E6,3.36E6,3.095E6,1.00,0.97,1.00,0.99,0.96,0.94,0.94,0.95,0.78,0.72,4.266E6,4.278E6,4.09E6,4.08E6,3.238E6,1.00,1.00,0.96,0.96,0.76,60,24,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),55225,D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DLD3 PE=1 SV=1
50,51,P38009|PUR92_YEAST,16.26,345.13,2.429E6,2.395E6,2.407E6,2.384E6,2.546E6,2.545E6,2.449E6,2.426E6,2.665E6,2.62E6,1.00,0.99,0.99,0.98,1.05,1.05,1.01,1.00,1.10,1.08,2.412E6,2.396E6,2.545E6,2.437E6,2.644E6,1.00,0.99,1.06,1.01,1.10,52,27,22,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),65263,Bifunctional purine biosynthesis protein ADE17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE17 PE=1 SV=2
12,101,P14540|ALF_YEAST,29.28,342.71,2.481E7,2.553E7,2.661E7,2.762E7,2.594E7,2.496E7,2.564E7,2.529E7,1.46E7,1.49E7,1.00,1.03,1.07,1.11,1.05,1.01,1.03,1.02,0.59,0.60,2.518E7,2.712E7,2.545E7,2.547E7,1.476E7,1.00,1.08,1.01,1.01,0.59,42,17,17,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),39621,Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3
44,20,P16861|PFKA1_YEAST,16.71,340.99,4.423E6,4.334E6,4.665E6,4.572E6,4.79E6,4.787E6,4.811E6,4.902E6,4.211E6,4.142E6,1.00,0.98,1.05,1.03,1.08,1.08,1.09,1.11,0.95,0.94,4.378E6,4.62E6,4.789E6,4.863E6,4.177E6,1.00,1.06,1.09,1.11,0.95,36,31,30,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),107970,ATP-dependent 6-phosphofructokinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFK1 PE=1 SV=1
70,117,Q03558|OYE2_YEAST,42.39,340.89,6.268E6,6.271E6,6.619E6,6.432E6,7.418E6,7.505E6,7.205E6,7.238E6,4.745E6,4.736E6,1.00,1.00,1.06,1.03,1.18,1.20,1.15,1.15,0.76,0.76,6.27E6,6.526E6,7.462E6,7.221E6,4.744E6,1.00,1.04,1.19,1.15,0.76,60,22,22,TMT10plex; Oxidation (M); Deamidation (NQ),45011,NADPH dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OYE2 PE=1 SV=3
31,94,P00950|PMG1_YEAST,20.24,340.10,2.684E7,2.719E7,3.181E7,3.127E7,3.022E7,3.054E7,3.084E7,2.915E7,1.298E7,1.117E7,1.00,1.01,1.19,1.17,1.13,1.14,1.15,1.09,0.48,0.42,2.702E7,3.154E7,3.038E7,2.999E7,1.209E7,1.00,1.17,1.12,1.11,0.45,63,14,14,TMT10plex; Oxidation (M); Deamidation (NQ),27609,Phosphoglycerate mutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPM1 PE=1 SV=3
51,46,P00815|HIS2_YEAST,37.44,338.14,3.203E6,3.202E6,3.42E6,3.328E6,3.769E6,3.838E6,3.883E6,3.826E6,4.259E6,4.247E6,1.00,1.00,1.07,1.04,1.18,1.20,1.21,1.19,1.33,1.33,3.207E6,3.377E6,3.805E6,3.855E6,4.253E6,1.00,1.05,1.19,1.20,1.33,40,28,28,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),87721,Histidine biosynthesis trifunctional protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS4 PE=1 SV=3
29,36,P38720|6PGD1_YEAST,18.07,337.72,8.068E6,7.964E6,8.609E6,8.425E6,8.459E6,8.667E6,8.735E6,8.688E6,6.631E6,6.38E6,1.00,0.99,1.07,1.04,1.05,1.07,1.08,1.08,0.82,0.79,8.027E6,8.52E6,8.563E6,8.717E6,6.514E6,1.00,1.06,1.07,1.09,0.81,58,24,24,TMT10plex; Oxidation (M); Deamidation (NQ),53543,6-phosphogluconate dehydrogenase  decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GND1 PE=1 SV=1
27,26,P19414|ACON_YEAST,44.68,334.52,5.908E6,5.863E6,6.806E6,6.652E6,7.24E6,7.286E6,7.002E6,7.031E6,2.156E7,2.178E7,1.00,0.99,1.15,1.13,1.23,1.23,1.19,1.19,3.65,3.69,5.888E6,6.729E6,7.263E6,7.016E6,2.167E7,1.00,1.14,1.23,1.19,3.68,40,30,30,TMT10plex; Oxidation (M); Deamidation (NQ),85368,Aconitate hydratase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACO1 PE=1 SV=2
35,32,P06106|CYSD_YEAST,13.13,333.72,1.104E7,1.137E7,1.063E7,1.08E7,1.108E7,1.093E7,1.115E7,1.057E7,1.217E7,1.247E7,1.00,1.03,0.96,0.98,1.00,0.99,1.01,0.96,1.10,1.13,1.121E7,1.072E7,1.101E7,1.086E7,1.233E7,1.00,0.96,0.98,0.97,1.10,52,19,19,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),48672,Homocysteine/cysteine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET17 PE=1 SV=3
34,76,P29453|RL8B_YEAST,19.58,333.67,5.199E5,4.861E5,5.035E5,5.04E5,4.886E5,4.964E5,4.641E5,4.797E5,4.45E5,4.491E5,1.00,0.93,0.97,0.97,0.94,0.95,0.89,0.92,0.86,0.86,5.03E5,5.037E5,4.925E5,4.719E5,4.47E5,1.00,1.00,0.98,0.94,0.89,14,22,5,TMT10plex; Oxidation (M),28112,60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8B PE=1 SV=3
30,33,P54115|ALDH6_YEAST,29.57,333.58,6.49E6,6.518E6,5.683E6,5.779E6,5.116E6,5.26E6,5.093E6,5.166E6,1.369E7,1.408E7,1.00,1.00,0.88,0.89,0.79,0.81,0.78,0.80,2.11,2.17,6.504E6,5.733E6,5.19E6,5.129E6,1.389E7,1.00,0.88,0.80,0.79,2.13,52,25,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),54414,Magnesium-activated aldehyde dehydrogenase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD6 PE=1 SV=4
39,40,P47169|MET5_YEAST,22.70,333.42,3.785E6,3.764E6,3.709E6,3.801E6,4.054E6,4.099E6,3.99E6,4.074E6,4.186E6,4.184E6,1.00,0.99,0.98,1.00,1.07,1.08,1.05,1.08,1.11,1.11,3.792E6,3.755E6,4.079E6,4.032E6,4.187E6,1.00,0.99,1.08,1.06,1.10,40,43,42,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),161218,Sulfite reductase [NADPH] subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET5 PE=1 SV=1
88,37,P04147|PABP_YEAST,35.27,333.06,4.816E6,4.805E6,4.587E6,4.554E6,4.178E6,4.185E6,4.185E6,4.129E6,4.117E6,4.086E6,1.00,1.00,0.95,0.95,0.87,0.87,0.87,0.86,0.85,0.85,4.811E6,4.57E6,4.181E6,4.157E6,4.104E6,1.00,0.95,0.87,0.86,0.85,39,22,22,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),64344,Polyadenylate-binding protein  cytoplasmic and nuclear OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAB1 PE=1 SV=4
52,13,P39692|MET10_YEAST,16.22,332.46,2.97E6,2.983E6,3.095E6,2.926E6,3.04E6,3.27E6,3.192E6,3.158E6,3.112E6,3.094E6,1.00,1.00,1.04,0.99,1.02,1.10,1.07,1.06,1.05,1.04,2.976E6,3.013E6,3.157E6,3.178E6,3.103E6,1.00,1.01,1.06,1.07,1.04,40,31,31,Acrylamide; TMT10plex; Deamidation (NQ),114829,Sulfite reductase [NADPH] flavoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET10 PE=1 SV=2
40,41,P0CS90|HSP77_YEAST,35.38,330.43,6.141E6,6.217E6,6.121E6,6.199E6,7.288E6,7.111E6,7.174E6,7.018E6,1.337E7,1.36E7,1.00,1.01,1.00,1.01,1.19,1.16,1.17,1.14,2.18,2.21,6.182E6,6.168E6,7.2E6,7.096E6,1.348E7,1.00,1.00,1.16,1.15,2.18,37,21,21,TMT10plex; Oxidation (M); Deamidation (NQ),70628,Import motor subunit  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSC1 PE=1 SV=1
56,84,P36008|EF1G2_YEAST,23.48,329.17,5.298E6,5.32E6,5.217E6,5.161E6,5.061E6,5.005E6,5.09E6,5.061E6,4.465E6,4.407E6,1.00,1.00,0.98,0.97,0.96,0.94,0.96,0.96,0.84,0.83,5.309E6,5.189E6,5.033E6,5.075E6,4.438E6,1.00,0.98,0.95,0.96,0.84,49,20,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),46520,Elongation factor 1-gamma 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF4 PE=1 SV=1
41,133,P05750|RS3_YEAST,26.87,328.42,8.409E6,8.123E6,8.294E6,8.34E6,7.182E6,7.149E6,7.273E6,7.442E6,6.059E6,5.65E6,1.00,0.97,0.99,0.99,0.85,0.85,0.86,0.88,0.72,0.67,8.266E6,8.317E6,7.165E6,7.357E6,5.854E6,1.00,1.01,0.87,0.89,0.71,75,21,21,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),26503,40S ribosomal protein S3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS3 PE=1 SV=5
89,74,P46367|ALDH4_YEAST,31.33,328.40,1.826E6,1.764E6,1.41E6,1.394E6,2.662E6,2.587E6,2.274E6,2.127E6,1.899E7,2.063E7,1.00,0.97,0.77,0.76,1.46,1.42,1.25,1.16,10.40,11.29,1.811E6,1.402E6,2.625E6,2.211E6,1.981E7,1.00,0.77,1.45,1.22,10.93,50,20,19,TMT10plex; Deamidation (NQ),56724,Potassium-activated aldehyde dehydrogenase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD4 PE=1 SV=2
28,23,P16521|EF3A_YEAST,26.86,327.22,6.334E6,6.26E6,6.201E6,6.166E6,5.124E6,5.225E6,5.372E6,5.365E6,3.814E6,3.571E6,1.00,0.99,0.98,0.97,0.81,0.82,0.85,0.85,0.60,0.56,6.299E6,6.184E6,5.177E6,5.368E6,3.699E6,1.00,0.98,0.82,0.85,0.59,26,30,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),115945,Elongation factor 3A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEF3 PE=1 SV=4
99,43,P16140|VATB_YEAST,7.93,326.98,2.741E6,2.748E6,2.765E6,2.749E6,2.771E6,2.866E6,2.834E6,2.913E6,2.417E6,2.258E6,1.00,1.00,1.01,1.00,1.01,1.05,1.03,1.06,0.88,0.82,2.745E6,2.757E6,2.819E6,2.874E6,2.338E6,1.00,1.00,1.03,1.05,0.85,44,19,19,TMT10plex; Oxidation (M); Deamidation (NQ),57749,V-type proton ATPase subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA2 PE=1 SV=2
