Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity TMT10-126,Intensity TMT10-127N,Intensity TMT10-127C,Intensity TMT10-128N,Intensity TMT10-128C,Intensity TMT10-129N,Intensity TMT10-130C,Intensity TMT10-131,Ratio TMT10-126,Ratio TMT10-127N,Ratio TMT10-127C,Ratio TMT10-128N,Ratio TMT10-128C,Ratio TMT10-129N,Ratio TMT10-130C,Ratio TMT10-131,Intensity Group 1(TMT10-126; TMT10-127N),Intensity Group 2(TMT10-127C; TMT10-128N),Intensity Group 3(TMT10-128C; TMT10-129N),Intensity Group 4(TMT10-130C; TMT10-131),Ratio Group 1(TMT10-126; TMT10-127N),Ratio Group 2(TMT10-127C; TMT10-128N),Ratio Group 3(TMT10-128C; TMT10-129N),Ratio Group 4(TMT10-130C; TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
21,36,P38720|6PGD1_YEAST,15.94,344.25,1.784E7,1.705E7,2.222E7,2.414E7,2.13E7,2.048E7,1.047E7,1.166E7,1.00,0.96,1.25,1.35,1.19,1.15,0.59,0.65,1.744E7,2.318E7,2.089E7,1.106E7,1.00,1.33,1.20,0.63,50,30,22,Acrylamide; TMT10plex; Deamidation (NQ),53543,6-phosphogluconate dehydrogenase  decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GND1 PE=1 SV=1
25,11,P19097|FAS2_YEAST,7.91,343.14,7.721E6,7.2E6,9.124E6,9.685E6,8.721E6,8.533E6,8.906E6,9.688E6,1.00,0.93,1.18,1.25,1.13,1.11,1.15,1.25,7.46E6,9.405E6,8.627E6,9.297E6,1.00,1.26,1.16,1.25,30,45,45,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),206945,Fatty acid synthase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS2 PE=1 SV=2
23,9,P07149|FAS1_YEAST,9.61,342.71,9.69E6,9.093E6,1.111E7,1.182E7,1.075E7,1.054E7,1.273E7,1.389E7,1.00,0.94,1.15,1.22,1.11,1.09,1.31,1.43,9.394E6,1.147E7,1.065E7,1.331E7,1.00,1.22,1.13,1.42,25,44,44,TMT10plex; Oxidation (M); Deamidation (NQ),228689,Fatty acid synthase subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS1 PE=1 SV=2
8,8,P10591|HSP71_YEAST,16.14,341.60,9.888E5,9.139E5,1.191E6,1.2E6,1.053E6,1.033E6,1.637E6,1.803E6,1.00,0.92,1.20,1.21,1.06,1.04,1.66,1.82,9.513E5,1.195E6,1.043E6,1.72E6,1.00,1.26,1.10,1.81,10,34,5,TMT10plex; Oxidation (M); Deamidation (NQ),69657,Heat shock protein SSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA1 PE=1 SV=4
18,21,P11484|SSB1_YEAST,14.36,337.12,9.807E5,9.049E5,1.178E6,1.23E6,1.136E6,1.083E6,6.951E5,7.632E5,1.00,0.92,1.20,1.25,1.16,1.10,0.71,0.78,9.428E5,1.211E6,1.11E6,7.291E5,1.00,1.28,1.18,0.77,10,32,4,Acrylamide; TMT10plex; Oxidation (M),66602,Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB1 PE=1 SV=3
22,38,P06168|ILV5_YEAST,7.95,333.64,1.612E7,1.496E7,1.879E7,1.982E7,1.779E7,1.71E7,1.646E7,1.77E7,1.00,0.93,1.17,1.23,1.10,1.06,1.02,1.10,1.554E7,1.93E7,1.745E7,1.708E7,1.00,1.24,1.12,1.10,63,24,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),44369,Ketol-acid reductoisomerase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV5 PE=1 SV=1
7,25,P02994|EF1A_YEAST,10.43,332.32,1.118E8,1.023E8,1.342E8,1.437E8,1.269E8,1.22E8,9.407E7,1.029E8,1.00,0.91,1.20,1.29,1.13,1.09,0.84,0.92,1.071E8,1.39E8,1.244E8,9.85E7,1.00,1.30,1.16,0.92,55,25,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),50033,Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF1 PE=1 SV=1
15,18,P15108|HSC82_YEAST,11.20,325.23,2.683E6,2.324E6,4.008E6,4.362E6,3.56E6,3.391E6,3.041E6,3.201E6,1.00,0.87,1.49,1.63,1.33,1.26,1.13,1.19,2.508E6,4.188E6,3.476E6,3.124E6,1.00,1.67,1.39,1.25,11,36,8,TMT10plex; Deamidation (NQ),80900,ATP-dependent molecular chaperone HSC82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSC82 PE=1 SV=4
26,5,P07262|DHE4_YEAST,22.43,324.76,2.191E7,2.082E7,2.677E7,2.75E7,2.541E7,2.467E7,1.325E7,1.393E7,1.00,0.95,1.22,1.26,1.16,1.13,0.60,0.64,2.136E7,2.713E7,2.504E7,1.359E7,1.00,1.27,1.17,0.64,46,26,16,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),49570,NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2
40,12,P03965|CARB_YEAST,13.68,323.51,7.743E6,7.348E6,1.001E7,1.049E7,9.863E6,9.4E6,9.598E6,1.03E7,1.00,0.95,1.29,1.35,1.27,1.21,1.24,1.33,7.546E6,1.025E7,9.631E6,9.949E6,1.00,1.36,1.28,1.32,37,35,34,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),123915,Carbamoyl-phosphate synthase arginine-specific large chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPA2 PE=1 SV=1
27,23,P16521|EF3A_YEAST,17.82,321.37,1.319E7,1.264E7,1.624E7,1.764E7,1.552E7,1.513E7,8.622E6,9.2E6,1.00,0.96,1.23,1.34,1.18,1.15,0.65,0.70,1.292E7,1.694E7,1.533E7,8.911E6,1.00,1.31,1.19,0.69,31,36,30,Acrylamide; TMT10plex; Oxidation (M),115945,Elongation factor 3A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEF3 PE=1 SV=4
20,33,P54115|ALDH6_YEAST,14.87,320.31,1.817E7,1.724E7,2.18E7,2.336E7,2.095E7,2.048E7,2.877E7,3.078E7,1.00,0.95,1.20,1.29,1.15,1.13,1.58,1.69,1.771E7,2.258E7,2.072E7,2.977E7,1.00,1.28,1.17,1.68,53,29,29,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),54414,Magnesium-activated aldehyde dehydrogenase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD6 PE=1 SV=4
57,20,P16861|PFKA1_YEAST,11.49,320.20,8.517E6,7.881E6,1.04E7,1.117E7,1.008E7,9.754E6,7.346E6,7.957E6,1.00,0.93,1.22,1.31,1.18,1.15,0.86,0.93,8.199E6,1.079E7,9.917E6,7.651E6,1.00,1.32,1.21,0.93,32,31,30,Acrylamide; TMT10plex; Deamidation (NQ),107970,ATP-dependent 6-phosphofructokinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFK1 PE=1 SV=1
65,28,P07251|ATPA_YEAST,22.99,319.55,7.303E6,7.092E6,8.746E6,8.956E6,8.206E6,7.759E6,1.837E7,1.957E7,1.00,0.97,1.20,1.23,1.12,1.06,2.52,2.68,7.197E6,8.853E6,7.983E6,1.897E7,1.00,1.23,1.11,2.64,53,25,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),58608,ATP synthase subunit alpha  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP1 PE=1 SV=5
62,51,P38009|PUR92_YEAST,12.70,318.22,4.65E6,4.493E6,5.74E6,6.004E6,5.49E6,5.465E6,4.517E6,4.833E6,1.00,0.97,1.23,1.29,1.18,1.18,0.97,1.04,4.571E6,5.872E6,5.477E6,4.675E6,1.00,1.28,1.20,1.02,54,28,23,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),65263,Bifunctional purine biosynthesis protein ADE17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE17 PE=1 SV=2
17,17,P40150|SSB2_YEAST,16.88,317.86,1.264E6,1.229E6,1.573E6,1.611E6,1.462E6,1.511E6,1.075E6,1.22E6,1.00,0.97,1.24,1.27,1.16,1.20,0.85,0.97,1.253E6,1.597E6,1.487E6,1.148E6,1.00,1.28,1.19,0.92,10,32,4,TMT10plex; Oxidation (M),66595,Ribosome-associated molecular chaperone SSB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB2 PE=1 SV=2
97,37,P04147|PABP_YEAST,8.78,317.00,1.05E7,9.623E6,1.21E7,1.268E7,1.158E7,1.132E7,9.437E6,1.022E7,1.00,0.92,1.15,1.21,1.10,1.08,0.90,0.97,1.006E7,1.239E7,1.145E7,9.83E6,1.00,1.23,1.14,0.98,36,24,24,Acrylamide; TMT10plex; Deamidation (NQ),64344,Polyadenylate-binding protein  cytoplasmic and nuclear OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAB1 PE=1 SV=4
46,13,P39692|MET10_YEAST,10.00,315.55,6.055E6,5.691E6,7.198E6,7.599E6,6.827E6,6.734E6,5.468E6,5.866E6,1.00,0.94,1.19,1.25,1.13,1.11,0.90,0.97,5.873E6,7.406E6,6.786E6,5.667E6,1.00,1.26,1.16,0.96,41,29,29,Acrylamide; TMT10plex; Deamidation (NQ),114829,Sulfite reductase [NADPH] flavoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET10 PE=1 SV=2
52,98,P10664|RL4A_YEAST,16.88,314.93,7.73E5,8.405E5,1.236E6,1.364E6,1.016E6,9.963E5,5.729E5,6.096E5,1.00,1.09,1.60,1.76,1.31,1.29,0.74,0.79,8.067E5,1.3E6,1.006E6,5.913E5,1.00,1.61,1.25,0.73,4,19,2,TMT10plex,39092,60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL4A PE=1 SV=4
70,46,P00815|HIS2_YEAST,15.25,314.34,6.179E6,5.932E6,8.434E6,8.903E6,7.811E6,7.564E6,7.002E6,7.62E6,1.00,0.96,1.36,1.44,1.26,1.22,1.13,1.23,6.059E6,8.668E6,7.687E6,7.311E6,1.00,1.43,1.27,1.21,38,26,26,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),87721,Histidine biosynthesis trifunctional protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS4 PE=1 SV=3
51,16,Q00955|ACAC_YEAST,10.86,314.24,5.729E6,5.488E6,6.965E6,7.413E6,6.519E6,6.452E6,7.412E6,8.016E6,1.00,0.96,1.22,1.29,1.14,1.13,1.29,1.40,5.608E6,7.189E6,6.486E6,7.714E6,1.00,1.28,1.16,1.38,21,38,38,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),250351,Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACC1 PE=1 SV=2
19,19,P02829|HSP82_YEAST,18.44,310.81,1.177E6,1.131E6,1.341E6,1.434E6,1.483E6,1.394E6,2.108E6,2.258E6,1.00,0.96,1.14,1.22,1.26,1.18,1.79,1.92,1.154E6,1.388E6,1.439E6,2.183E6,1.00,1.20,1.25,1.89,7,32,4,TMT10plex,81406,ATP-dependent molecular chaperone HSP82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP82 PE=1 SV=1
10,101,P14540|ALF_YEAST,13.74,310.63,4.271E7,3.915E7,5.4E7,5.616E7,5.081E7,4.747E7,2.485E7,2.907E7,1.00,0.92,1.26,1.31,1.19,1.11,0.58,0.68,4.094E7,5.509E7,4.915E7,2.697E7,1.00,1.35,1.20,0.66,42,16,16,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),39621,Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3
73,24,P39976|DLD3_YEAST,11.86,310.21,6.305E6,5.881E6,7.888E6,8.425E6,7.49E6,7.263E6,5.39E6,5.887E6,1.00,0.93,1.25,1.34,1.19,1.15,0.85,0.93,6.096E6,8.166E6,7.382E6,5.642E6,1.00,1.34,1.21,0.93,53,21,21,Acrylamide; TMT10plex; Deamidation (NQ),55225,D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DLD3 PE=1 SV=1
24,214,P00942|TPIS_YEAST,14.81,308.87,5.508E7,5.131E7,6.115E7,6.347E7,6.097E7,6.046E7,3.626E7,3.872E7,1.00,0.93,1.11,1.15,1.11,1.10,0.66,0.70,5.319E7,6.232E7,6.072E7,3.749E7,1.00,1.17,1.14,0.70,63,15,15,Acrylamide; TMT10plex; Deamidation (NQ),26795,Triosephosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPI1 PE=1 SV=2
16,29,P00330|ADH1_YEAST,23.81,306.79,6.838E7,6.463E7,9.096E7,9.938E7,8.653E7,8.166E7,3.671E7,3.788E7,1.00,0.95,1.33,1.45,1.27,1.19,0.54,0.55,6.651E7,9.517E7,8.41E7,3.73E7,1.00,1.43,1.26,0.56,60,21,19,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),36849,Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5
29,76,P29453|RL8B_YEAST,20.27,306.49,6.061E5,5.744E5,7.891E5,7.775E5,7.214E5,6.663E5,6.045E5,6.04E5,1.00,0.95,1.30,1.28,1.19,1.10,1.00,1.00,5.903E5,7.833E5,6.939E5,6.043E5,1.00,1.33,1.18,1.02,14,25,5,TMT10plex; Oxidation (M),28112,60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8B PE=1 SV=3
38,82,P00830|ATPB_YEAST,19.20,306.19,7.168E6,6.791E6,7.866E6,8.461E6,7.445E6,7.367E6,1.965E7,2.116E7,1.00,0.95,1.10,1.18,1.04,1.03,2.74,2.95,6.99E6,8.163E6,7.406E6,2.04E7,1.00,1.17,1.06,2.92,62,21,21,TMT10plex; Oxidation (M); Deamidation (NQ),54794,ATP synthase subunit beta  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP2 PE=1 SV=2
71,30,P19882|HSP60_YEAST,12.04,304.85,9.496E6,9.048E6,1.102E7,1.15E7,1.01E7,9.972E6,1.41E7,1.563E7,1.00,0.95,1.16,1.21,1.06,1.05,1.48,1.65,9.272E6,1.126E7,1.004E7,1.486E7,1.00,1.21,1.08,1.60,45,24,24,Acrylamide; TMT10plex; Deamidation (NQ),60752,Heat shock protein 60  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP60 PE=1 SV=1
56,81,P07245|C1TC_YEAST,15.01,304.40,5.696E6,5.434E6,7.359E6,7.473E6,6.905E6,6.986E6,6.291E6,7.02E6,1.00,0.95,1.29,1.31,1.21,1.23,1.10,1.23,5.565E6,7.416E6,6.945E6,6.656E6,1.00,1.33,1.25,1.20,38,28,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),102205,C-1-tetrahydrofolate synthase  cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE3 PE=1 SV=1
31,40,P47169|MET5_YEAST,14.38,303.97,8.13E6,7.723E6,1.021E7,1.052E7,9.804E6,9.35E6,7.466E6,8.051E6,1.00,0.95,1.26,1.29,1.21,1.15,0.92,0.99,7.94E6,1.037E7,9.583E6,7.761E6,1.00,1.31,1.21,0.98,40,41,40,TMT10plex; Oxidation (M); Deamidation (NQ),161218,Sulfite reductase [NADPH] subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET5 PE=1 SV=1
84,105,P10963|PCKA_YEAST,24.90,303.83,2.208E6,2.076E6,2.839E6,2.871E6,2.556E6,2.678E6,1.369E7,1.453E7,1.00,0.94,1.29,1.30,1.16,1.21,6.20,6.58,2.153E6,2.861E6,2.617E6,1.411E7,1.00,1.33,1.22,6.55,56,24,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),60983,Phosphoenolpyruvate carboxykinase (ATP) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCK1 PE=1 SV=2
30,62,P17076|RL8A_YEAST,4.29,302.44,5.224E5,4.673E5,5.914E5,6.57E5,5.973E5,5.355E5,5.43E5,5.643E5,1.00,0.89,1.13,1.26,1.14,1.03,1.04,1.08,4.949E5,6.242E5,5.664E5,5.536E5,1.00,1.26,1.14,1.12,5,22,2,TMT10plex,28125,60S ribosomal protein L8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8A PE=1 SV=4
43,27,P23254|TKT1_YEAST,14.19,301.03,1.54E7,1.445E7,1.84E7,1.93E7,1.74E7,1.691E7,1.119E7,1.216E7,1.00,0.94,1.20,1.25,1.13,1.10,0.73,0.79,1.492E7,1.885E7,1.716E7,1.167E7,1.00,1.26,1.15,0.78,39,24,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),73806,Transketolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TKL1 PE=1 SV=4
53,126,P19358|METK2_YEAST,8.24,300.92,4.249E6,3.812E6,4.98E6,5.198E6,4.753E6,4.682E6,4.349E6,4.517E6,1.00,0.90,1.17,1.22,1.12,1.10,1.02,1.06,4.031E6,5.089E6,4.718E6,4.433E6,1.00,1.26,1.17,1.10,31,18,9,Acrylamide; TMT10plex; Deamidation (NQ),42256,S-adenosylmethionine synthase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAM2 PE=1 SV=3
91,131,P07257|QCR2_YEAST,18.78,300.03,4.931E6,4.653E6,5.524E6,5.789E6,5.272E6,5.299E6,1.57E7,1.706E7,1.00,0.94,1.12,1.17,1.07,1.07,3.18,3.46,4.801E6,5.666E6,5.289E6,1.638E7,1.00,1.18,1.10,3.41,68,22,22,TMT10plex,40478,Cytochrome b-c1 complex subunit 2  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QCR2 PE=1 SV=1
54,119,P23641|MPCP_YEAST,18.36,299.90,5.748E6,5.704E6,7.156E6,7.643E6,6.773E6,6.486E6,1.463E7,1.592E7,1.00,0.99,1.24,1.33,1.18,1.13,2.54,2.77,5.732E6,7.405E6,6.63E6,1.527E7,1.00,1.29,1.16,2.66,75,19,19,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),32812,Mitochondrial phosphate carrier protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIR1 PE=1 SV=1
106,58,P07244|PUR2_YEAST,8.67,298.63,3.052E6,2.811E6,3.879E6,4.101E6,3.524E6,3.476E6,3.16E6,3.56E6,1.00,0.92,1.27,1.34,1.15,1.14,1.04,1.17,2.932E6,3.99E6,3.5E6,3.36E6,1.00,1.36,1.19,1.15,38,23,23,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),86068,Bifunctional purine biosynthetic protein ADE5 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE5 7 PE=1 SV=1
32,32,P06106|CYSD_YEAST,17.18,295.65,2.093E7,2.037E7,2.742E7,2.825E7,2.598E7,2.434E7,2.2E7,2.414E7,1.00,0.97,1.31,1.35,1.24,1.16,1.05,1.15,2.065E7,2.784E7,2.517E7,2.307E7,1.00,1.35,1.22,1.12,54,20,20,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),48672,Homocysteine/cysteine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET17 PE=1 SV=3
94,74,P46367|ALDH4_YEAST,28.51,294.96,3.517E6,3.39E6,4.063E6,4.134E6,3.868E6,3.781E6,2.653E7,2.856E7,1.00,0.96,1.16,1.18,1.10,1.08,7.54,8.12,3.453E6,4.101E6,3.829E6,2.754E7,1.00,1.19,1.11,7.98,50,19,18,TMT10plex; Deamidation (NQ),56724,Potassium-activated aldehyde dehydrogenase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD4 PE=1 SV=2
47,133,P05750|RS3_YEAST,16.35,294.49,1.425E7,1.36E7,1.786E7,1.871E7,1.644E7,1.596E7,1.01E7,1.094E7,1.00,0.95,1.25,1.31,1.15,1.12,0.71,0.77,1.393E7,1.829E7,1.62E7,1.052E7,1.00,1.31,1.16,0.76,71,21,21,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),26503,40S ribosomal protein S3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS3 PE=1 SV=5
