Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity TMT10-126,Intensity TMT10-127N,Intensity TMT10-127C,Intensity TMT10-128N,Intensity TMT10-128C,Intensity TMT10-129N,Intensity TMT10-129C,Intensity TMT10-130N,Intensity TMT10-130C,Intensity TMT10-131,Ratio TMT10-126,Ratio TMT10-127N,Ratio TMT10-127C,Ratio TMT10-128N,Ratio TMT10-128C,Ratio TMT10-129N,Ratio TMT10-129C,Ratio TMT10-130N,Ratio TMT10-130C,Ratio TMT10-131,Intensity Group 1(TMT10-126; TMT10-127N),Intensity Group 2(TMT10-127C; TMT10-128N),Intensity Group 3(TMT10-128C; TMT10-129N),Intensity Group 4(TMT10-129C; TMT10-130N),Intensity Group 5(TMT10-130C; TMT10-131),Ratio Group 1(TMT10-126; TMT10-127N),Ratio Group 2(TMT10-127C; TMT10-128N),Ratio Group 3(TMT10-128C; TMT10-129N),Ratio Group 4(TMT10-129C; TMT10-130N),Ratio Group 5(TMT10-130C; TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
35,11,P19097|FAS2_YEAST,26.73,320.50,7.764E6,7.627E6,7.645E6,7.604E6,7.934E6,7.853E6,8.472E6,8.516E6,8.533E6,8.496E6,1.00,0.98,0.98,0.98,1.02,1.01,1.09,1.10,1.10,1.09,7.696E6,7.624E6,7.893E6,8.494E6,8.514E6,1.00,0.99,1.03,1.10,1.11,28,45,45,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),206945,Fatty acid synthase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS2 PE=1 SV=2
7,2,P00560|PGK_YEAST,67.16,315.28,1.122E8,1.123E8,1.308E8,1.289E8,1.035E8,1.036E8,6.693E7,6.691E7,6.908E7,6.897E7,1.00,1.00,1.17,1.15,0.92,0.92,0.60,0.60,0.62,0.61,1.123E8,1.299E8,1.036E8,6.692E7,6.903E7,1.00,1.16,0.92,0.60,0.61,74,31,31,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),44738,Phosphoglycerate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PGK1 PE=1 SV=2
45,12,P03965|CARB_YEAST,22.42,308.87,1.036E7,1.043E7,8.518E6,8.359E6,9.655E6,9.717E6,9.97E6,9.528E6,1.011E7,1.017E7,1.00,1.01,0.82,0.81,0.93,0.94,0.96,0.92,0.98,0.98,1.04E7,8.438E6,9.686E6,9.749E6,1.014E7,1.00,0.81,0.93,0.94,0.98,36,35,34,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),123915,Carbamoyl-phosphate synthase arginine-specific large chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPA2 PE=1 SV=1
36,105,P10963|PCKA_YEAST,39.42,307.24,3.517E6,3.582E6,4.527E6,4.435E6,1.328E7,1.339E7,2.205E7,2.102E7,2.271E7,2.406E7,1.00,1.02,1.29,1.26,3.78,3.81,6.27,5.98,6.46,6.84,3.55E6,4.484E6,1.334E7,2.153E7,2.338E7,1.00,1.26,3.76,6.07,6.59,51,24,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),60983,Phosphoenolpyruvate carboxykinase (ATP) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCK1 PE=1 SV=2
25,17,P40150|SSB2_YEAST,18.88,307.12,1.277E6,1.211E6,1.341E6,1.316E6,1.081E6,1.172E6,9.338E5,1.037E6,1.078E6,1.07E6,1.00,0.95,1.05,1.03,0.85,0.92,0.73,0.81,0.84,0.84,1.252E6,1.338E6,1.131E6,9.852E5,1.08E6,1.00,1.07,0.90,0.79,0.86,10,33,4,TMT10plex; Oxidation (M); Deamidation (NQ),66595,Ribosome-associated molecular chaperone SSB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB2 PE=1 SV=2
5,25,P02994|EF1A_YEAST,22.35,304.96,9.56E7,9.546E7,8.345E7,8.425E7,8.083E7,7.338E7,7.734E7,8.011E7,7.76E7,7.599E7,1.00,1.00,0.87,0.88,0.85,0.77,0.81,0.84,0.81,0.79,9.553E7,8.385E7,7.71E7,7.873E7,7.679E7,1.00,0.88,0.81,0.82,0.80,55,25,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),50033,Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF1 PE=1 SV=1
44,16,Q00955|ACAC_YEAST,21.21,302.94,8.315E6,8.215E6,7.296E6,7.534E6,8.483E6,8.598E6,9.38E6,9.282E6,9.482E6,9.654E6,1.00,0.99,0.88,0.91,1.02,1.03,1.13,1.12,1.14,1.16,8.265E6,7.421E6,8.54E6,9.331E6,9.568E6,1.00,0.90,1.03,1.13,1.16,21,40,40,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),250351,Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACC1 PE=1 SV=2
22,38,P06168|ILV5_YEAST,25.34,301.29,1.619E7,1.637E7,1.548E7,1.538E7,1.477E7,1.513E7,1.681E7,1.623E7,1.749E7,1.757E7,1.00,1.01,0.96,0.95,0.91,0.93,1.04,1.00,1.08,1.09,1.628E7,1.543E7,1.495E7,1.652E7,1.753E7,1.00,0.95,0.92,1.01,1.08,59,22,22,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),44369,Ketol-acid reductoisomerase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV5 PE=1 SV=1
19,66,P30952|MLS1_YEAST,47.51,300.57,3.831E6,3.857E6,4.119E6,3.867E6,1.281E7,1.289E7,1.96E7,1.989E7,2.101E7,2.037E7,1.00,1.01,1.08,1.01,3.34,3.36,5.12,5.19,5.48,5.32,3.857E6,3.998E6,1.285E7,1.975E7,2.069E7,1.00,1.04,3.33,5.12,5.36,47,28,21,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),62791,Malate synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MLS1 PE=1 SV=1
30,36,P38720|6PGD1_YEAST,34.06,300.46,1.685E7,1.681E7,1.611E7,1.617E7,1.324E7,1.348E7,9.411E6,9.254E6,8.923E6,9.1E6,1.00,1.00,0.96,0.96,0.79,0.80,0.56,0.55,0.53,0.54,1.683E7,1.614E7,1.337E7,9.335E6,9.012E6,1.00,0.96,0.79,0.55,0.54,49,28,21,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),53543,6-phosphogluconate dehydrogenase  decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GND1 PE=1 SV=1
13,18,P15108|HSC82_YEAST,17.51,300.36,4.49E6,4.319E6,4.101E6,4.049E6,3.41E6,3.564E6,3.574E6,3.626E6,3.739E6,3.833E6,1.00,0.96,0.91,0.90,0.76,0.79,0.80,0.81,0.83,0.85,4.404E6,4.075E6,3.49E6,3.6E6,3.786E6,1.00,0.93,0.79,0.82,0.86,11,35,6,TMT10plex; Deamidation (NQ),80900,ATP-dependent molecular chaperone HSC82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSC82 PE=1 SV=4
79,131,P07257|QCR2_YEAST,50.57,299.30,5.238E6,5.202E6,6.727E6,6.709E6,1.035E7,1.043E7,1.539E7,1.551E7,1.521E7,1.522E7,1.00,0.99,1.28,1.28,1.98,1.99,2.94,2.96,2.90,2.91,5.224E6,6.733E6,1.039E7,1.545E7,1.521E7,1.00,1.29,1.99,2.96,2.91,73,25,25,TMT10plex; Deamidation (NQ),40478,Cytochrome b-c1 complex subunit 2  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QCR2 PE=1 SV=1
15,19,P02829|HSP82_YEAST,27.52,299.28,1.131E6,1.152E6,1.611E6,1.703E6,1.737E6,1.774E6,1.844E6,1.918E6,2.08E6,2.081E6,1.00,1.02,1.42,1.51,1.54,1.57,1.63,1.70,1.84,1.84,1.142E6,1.657E6,1.755E6,1.881E6,2.081E6,1.00,1.45,1.54,1.65,1.82,12,35,6,TMT10plex; Deamidation (NQ),81406,ATP-dependent molecular chaperone HSP82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP82 PE=1 SV=1
42,28,P07251|ATPA_YEAST,51.86,298.34,9.046E6,9.009E6,1.053E7,1.05E7,1.584E7,1.573E7,2.246E7,2.188E7,2.08E7,2.086E7,1.00,1.00,1.16,1.16,1.75,1.74,2.48,2.42,2.30,2.31,9.028E6,1.051E7,1.578E7,2.218E7,2.083E7,1.00,1.16,1.75,2.46,2.31,55,27,27,Acrylamide; TMT10plex; Deamidation (NQ),58608,ATP synthase subunit alpha  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP1 PE=1 SV=5
18,33,P54115|ALDH6_YEAST,28.24,296.68,1.816E7,1.769E7,1.544E7,1.58E7,2.38E7,2.355E7,2.808E7,2.802E7,2.674E7,2.611E7,1.00,0.97,0.85,0.87,1.31,1.30,1.55,1.54,1.47,1.44,1.793E7,1.562E7,2.368E7,2.805E7,2.643E7,1.00,0.87,1.32,1.56,1.47,66,31,31,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),54414,Magnesium-activated aldehyde dehydrogenase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD6 PE=1 SV=4
32,41,P0CS90|HSP77_YEAST,34.11,296.30,1.471E7,1.42E7,1.838E7,1.824E7,2.145E7,2.181E7,2.565E7,2.566E7,2.449E7,2.446E7,1.00,0.97,1.25,1.24,1.46,1.48,1.74,1.74,1.67,1.66,1.446E7,1.832E7,2.163E7,2.566E7,2.447E7,1.00,1.27,1.50,1.77,1.69,38,23,23,TMT10plex; Oxidation (M); Deamidation (NQ),70628,Import motor subunit  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSC1 PE=1 SV=1
29,5,P07262|DHE4_YEAST,39.63,295.22,1.919E7,1.907E7,1.956E7,1.914E7,1.118E7,1.146E7,1.044E7,1.027E7,1.074E7,1.079E7,1.00,0.99,1.02,1.00,0.58,0.60,0.54,0.54,0.56,0.56,1.913E7,1.935E7,1.132E7,1.036E7,1.077E7,1.00,1.01,0.59,0.54,0.56,50,25,16,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),49570,NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2
43,74,P46367|ALDH4_YEAST,47.81,294.74,5.242E6,5.188E6,8.03E6,7.611E6,1.964E7,1.969E7,3.372E7,3.413E7,3.4E7,3.403E7,1.00,0.99,1.53,1.45,3.75,3.76,6.43,6.51,6.49,6.49,5.217E6,7.824E6,1.967E7,3.392E7,3.402E7,1.00,1.50,3.77,6.50,6.52,59,25,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),56724,Potassium-activated aldehyde dehydrogenase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD4 PE=1 SV=2
26,23,P16521|EF3A_YEAST,38.76,293.38,1.538E7,1.567E7,1.314E7,1.342E7,1.135E7,1.137E7,9.341E6,9.504E6,9.192E6,9.197E6,1.00,1.02,0.85,0.87,0.74,0.74,0.61,0.62,0.60,0.60,1.553E7,1.328E7,1.136E7,9.431E6,9.21E6,1.00,0.86,0.73,0.61,0.59,31,36,30,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),115945,Elongation factor 3A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEF3 PE=1 SV=4
21,26,P19414|ACON_YEAST,46.58,292.15,1.141E7,1.123E7,1.459E7,1.452E7,2.982E7,2.92E7,3.632E7,3.597E7,3.837E7,3.844E7,1.00,0.98,1.28,1.27,2.61,2.56,3.18,3.15,3.36,3.37,1.133E7,1.455E7,2.951E7,3.614E7,3.84E7,1.00,1.28,2.61,3.19,3.39,42,31,31,TMT10plex; Oxidation (M); Deamidation (NQ),85368,Aconitate hydratase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACO1 PE=1 SV=2
66,20,P16861|PFKA1_YEAST,12.65,291.94,6.988E6,6.77E6,6.889E6,6.85E6,6.311E6,6.571E6,5.945E6,5.7E6,5.713E6,5.958E6,1.00,0.97,0.99,0.98,0.90,0.94,0.85,0.82,0.82,0.85,6.879E6,6.873E6,6.445E6,5.823E6,5.838E6,1.00,1.00,0.94,0.85,0.85,32,29,28,Acrylamide; TMT10plex; Oxidation (M),107970,ATP-dependent 6-phosphofructokinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFK1 PE=1 SV=1
28,82,P00830|ATPB_YEAST,44.24,291.08,9.578E6,9.695E6,1.217E7,1.209E7,1.968E7,1.849E7,2.863E7,2.877E7,2.84E7,2.74E7,1.00,1.01,1.27,1.26,2.05,1.93,2.99,3.00,2.96,2.86,9.643E6,1.213E7,1.908E7,2.87E7,2.79E7,1.00,1.26,1.98,2.98,2.89,68,24,24,TMT10plex; Oxidation (M); Deamidation (NQ),54794,ATP synthase subunit beta  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP2 PE=1 SV=2
69,51,P38009|PUR92_YEAST,23.88,290.08,3.992E6,3.792E6,3.641E6,3.743E6,4.363E6,4.32E6,4.742E6,4.796E6,4.979E6,4.943E6,1.00,0.95,0.91,0.94,1.09,1.08,1.19,1.20,1.25,1.24,3.892E6,3.692E6,4.341E6,4.769E6,4.967E6,1.00,0.95,1.12,1.23,1.28,42,24,19,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),65263,Bifunctional purine biosynthesis protein ADE17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE17 PE=1 SV=2
46,94,P00950|PMG1_YEAST,35.05,288.81,3.575E7,3.547E7,4.001E7,4.015E7,3.147E7,3.257E7,1.891E7,1.936E7,2.078E7,2.05E7,1.00,0.99,1.12,1.12,0.88,0.91,0.53,0.54,0.58,0.57,3.561E7,4.009E7,3.202E7,1.914E7,2.065E7,1.00,1.13,0.90,0.54,0.58,63,14,14,TMT10plex; Oxidation (M); Deamidation (NQ),27609,Phosphoglycerate mutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPM1 PE=1 SV=3
59,13,P39692|MET10_YEAST,15.86,288.30,5.81E6,5.919E6,6.112E6,6.066E6,5.388E6,5.539E6,5.181E6,4.873E6,5.105E6,5.246E6,1.00,1.02,1.05,1.04,0.93,0.95,0.89,0.84,0.88,0.90,5.864E6,6.089E6,5.464E6,5.027E6,5.181E6,1.00,1.04,0.93,0.86,0.88,41,29,29,Acrylamide; TMT10plex; Deamidation (NQ),114829,Sulfite reductase [NADPH] flavoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET10 PE=1 SV=2
63,46,P00815|HIS2_YEAST,23.26,283.66,6.472E6,6.52E6,6.779E6,6.933E6,7.41E6,7.452E6,7.132E6,7.421E6,6.962E6,7.136E6,1.00,1.01,1.05,1.07,1.14,1.15,1.10,1.15,1.08,1.10,6.496E6,6.859E6,7.431E6,7.276E6,7.049E6,1.00,1.06,1.14,1.12,1.09,38,27,27,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),87721,Histidine biosynthesis trifunctional protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS4 PE=1 SV=3
51,30,P19882|HSP60_YEAST,38.63,282.98,8.828E6,8.767E6,1.023E7,1.017E7,1.151E7,1.143E7,1.315E7,1.311E7,1.367E7,1.384E7,1.00,0.99,1.16,1.15,1.30,1.29,1.49,1.48,1.55,1.57,8.797E6,1.021E7,1.147E7,1.313E7,1.377E7,1.00,1.16,1.30,1.49,1.56,48,26,26,Acrylamide; TMT10plex; Oxidation (M),60752,Heat shock protein 60  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP60 PE=1 SV=1
57,98,P10664|RL4A_YEAST,27.65,282.43,1.46E6,1.546E6,8.996E5,9.309E5,7.272E5,7.516E5,6.996E5,6.732E5,5.373E5,5.466E5,1.00,1.06,0.62,0.64,0.50,0.51,0.48,0.46,0.37,0.37,1.503E6,9.152E5,7.394E5,6.864E5,5.42E5,1.00,0.61,0.49,0.46,0.36,4,18,2,TMT10plex,39092,60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL4A PE=1 SV=4
34,32,P06106|CYSD_YEAST,23.02,281.26,2.233E7,2.227E7,2.12E7,2.127E7,2.085E7,2.098E7,2.186E7,2.206E7,2.164E7,2.102E7,1.00,1.00,0.95,0.95,0.93,0.94,0.98,0.99,0.97,0.94,2.23E7,2.125E7,2.092E7,2.197E7,2.133E7,1.00,0.95,0.94,0.99,0.96,63,20,20,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),48672,Homocysteine/cysteine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET17 PE=1 SV=3
38,54,P37291|GLYC_YEAST,23.76,281.24,2.385E7,2.45E7,2.209E7,2.192E7,2.003E7,1.884E7,1.82E7,1.755E7,1.71E7,1.683E7,1.00,1.03,0.93,0.92,0.84,0.79,0.76,0.74,0.72,0.71,2.418E7,2.2E7,1.944E7,1.788E7,1.696E7,1.00,0.91,0.80,0.74,0.70,53,25,24,Acrylamide; TMT10plex; Oxidation (M),52219,Serine hydroxymethyltransferase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHM2 PE=1 SV=2
58,90,Q01574|ACS1_YEAST,39.16,280.50,4.113E6,4.246E6,3.985E6,4.097E6,1.484E7,1.495E7,2.588E7,2.54E7,2.588E7,2.592E7,1.00,1.03,0.97,1.00,3.61,3.63,6.29,6.18,6.29,6.30,4.188E6,4.049E6,1.489E7,2.564E7,2.591E7,1.00,0.97,3.56,6.12,6.19,33,21,21,Acrylamide; TMT10plex; Deamidation (NQ),79141,Acetyl-coenzyme A synthetase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACS1 PE=1 SV=2
142,37,P04147|PABP_YEAST,23.24,280.34,7.431E6,7.326E6,6.886E6,6.921E6,6.51E6,6.369E6,6.524E6,6.516E6,6.479E6,6.469E6,1.00,0.99,0.93,0.93,0.88,0.86,0.88,0.88,0.87,0.87,7.379E6,6.904E6,6.439E6,6.52E6,6.474E6,1.00,0.94,0.87,0.88,0.88,33,20,20,Acrylamide; TMT10plex; Oxidation (M),64344,Polyadenylate-binding protein  cytoplasmic and nuclear OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAB1 PE=1 SV=4
11,101,P14540|ALF_YEAST,27.75,279.04,4.015E7,4.071E7,3.967E7,4.043E7,3.409E7,3.305E7,2.563E7,2.629E7,2.579E7,2.651E7,1.00,1.01,0.99,1.01,0.85,0.82,0.64,0.65,0.64,0.66,4.044E7,4.006E7,3.358E7,2.597E7,2.615E7,1.00,0.99,0.83,0.64,0.65,42,18,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),39621,Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3
24,78,P04840|VDAC1_YEAST,45.79,278.75,1.068E7,1.065E7,1.453E7,1.474E7,2.274E7,2.277E7,2.851E7,2.871E7,2.826E7,2.786E7,1.00,1.00,1.36,1.38,2.13,2.13,2.67,2.69,2.64,2.61,1.067E7,1.464E7,2.276E7,2.861E7,2.806E7,1.00,1.37,2.13,2.68,2.63,75,18,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),30428,Mitochondrial outer membrane protein porin 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POR1 PE=1 SV=4
