Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity TMT10-126,Intensity TMT10-127N,Intensity TMT10-127C,Intensity TMT10-128N,Intensity TMT10-128C,Intensity TMT10-129N,Intensity TMT10-129C,Intensity TMT10-130N,Intensity TMT10-130C,Intensity TMT10-131,Ratio TMT10-126,Ratio TMT10-127N,Ratio TMT10-127C,Ratio TMT10-128N,Ratio TMT10-128C,Ratio TMT10-129N,Ratio TMT10-129C,Ratio TMT10-130N,Ratio TMT10-130C,Ratio TMT10-131,Intensity Group 1(TMT10-126; TMT10-127N),Intensity Group 2(TMT10-127C; TMT10-128N),Intensity Group 3(TMT10-128C; TMT10-129N),Intensity Group 4(TMT10-129C; TMT10-130N),Intensity Group 5(TMT10-130C; TMT10-131),Ratio Group 1(TMT10-126; TMT10-127N),Ratio Group 2(TMT10-127C; TMT10-128N),Ratio Group 3(TMT10-128C; TMT10-129N),Ratio Group 4(TMT10-129C; TMT10-130N),Ratio Group 5(TMT10-130C; TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
21,21,P11484|SSB1_YEAST,13.15,333.57,7.378E5,6.621E5,6.44E5,6.586E5,5.912E5,5.705E5,5.554E5,5.883E5,5.402E5,5.185E5,1.00,0.90,0.87,0.89,0.80,0.77,0.75,0.80,0.73,0.70,6.999E5,6.555E5,5.809E5,5.718E5,5.324E5,1.00,0.94,0.83,0.82,0.76,6,31,3,Acrylamide; TMT10plex; Deamidation (NQ),66602,Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB1 PE=1 SV=3
40,74,P46367|ALDH4_YEAST,44.61,328.05,3.979E6,4.141E6,6.28E6,6.26E6,1.238E7,1.236E7,2.802E7,2.722E7,2.833E7,2.898E7,1.00,1.04,1.58,1.57,3.11,3.11,7.04,6.84,7.12,7.28,4.067E6,6.272E6,1.237E7,2.762E7,2.865E7,1.00,1.54,3.04,6.79,7.05,62,26,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),56724,Potassium-activated aldehyde dehydrogenase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD4 PE=1 SV=2
31,11,P19097|FAS2_YEAST,19.83,326.76,6.627E6,6.813E6,6.687E6,6.818E6,7.162E6,7.344E6,7.965E6,8.057E6,8.119E6,7.969E6,1.00,1.03,1.01,1.03,1.08,1.11,1.20,1.22,1.23,1.20,6.72E6,6.758E6,7.258E6,8.011E6,8.044E6,1.00,1.01,1.08,1.19,1.20,25,43,43,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),206945,Fatty acid synthase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS2 PE=1 SV=2
6,25,P02994|EF1A_YEAST,24.23,325.96,9.765E7,9.628E7,8.483E7,8.359E7,7.29E7,7.363E7,7.686E7,7.427E7,7.655E7,7.683E7,1.00,0.99,0.87,0.86,0.75,0.75,0.79,0.76,0.78,0.79,9.697E7,8.421E7,7.327E7,7.557E7,7.669E7,1.00,0.87,0.76,0.78,0.79,55,25,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),50033,Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF1 PE=1 SV=1
39,12,P03965|CARB_YEAST,21.52,323.99,1.056E7,1.066E7,8.507E6,8.359E6,9.65E6,1.034E7,9.807E6,9.577E6,9.686E6,9.509E6,1.00,1.01,0.81,0.79,0.91,0.98,0.93,0.91,0.92,0.90,1.061E7,8.433E6,9.994E6,9.692E6,9.6E6,1.00,0.79,0.94,0.91,0.90,37,37,36,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),123915,Carbamoyl-phosphate synthase arginine-specific large chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPA2 PE=1 SV=1
38,28,P07251|ATPA_YEAST,33.97,323.48,7.802E6,7.811E6,8.951E6,9.19E6,1.356E7,1.321E7,1.992E7,2.031E7,2.071E7,2.027E7,1.00,1.00,1.15,1.18,1.74,1.69,2.55,2.60,2.65,2.60,7.809E6,9.07E6,1.338E7,2.011E7,2.049E7,1.00,1.16,1.71,2.58,2.62,52,25,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),58608,ATP synthase subunit alpha  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP1 PE=1 SV=5
23,19,P02829|HSP82_YEAST,21.45,321.08,1.046E6,1.155E6,1.542E6,1.411E6,1.656E6,1.64E6,2.174E6,1.945E6,1.901E6,1.895E6,1.00,1.11,1.47,1.35,1.58,1.57,2.08,1.86,1.82,1.81,1.1E6,1.476E6,1.648E6,2.059E6,1.898E6,1.00,1.34,1.50,1.87,1.72,12,34,6,TMT10plex,81406,ATP-dependent molecular chaperone HSP82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP82 PE=1 SV=1
16,18,P15108|HSC82_YEAST,19.73,320.72,3.946E6,3.881E6,3.298E6,3.336E6,2.802E6,2.911E6,3.572E6,3.49E6,3.351E6,3.183E6,1.00,0.98,0.84,0.85,0.71,0.74,0.91,0.88,0.85,0.81,3.917E6,3.317E6,2.859E6,3.536E6,3.27E6,1.00,0.85,0.73,0.90,0.84,11,35,7,TMT10plex; Deamidation (NQ),80900,ATP-dependent molecular chaperone HSC82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSC82 PE=1 SV=4
18,26,P19414|ACON_YEAST,55.11,320.48,1.166E7,1.167E7,1.43E7,1.433E7,2.977E7,2.971E7,4.199E7,3.979E7,4.13E7,4.111E7,1.00,1.00,1.23,1.23,2.55,2.55,3.60,3.41,3.54,3.52,1.167E7,1.432E7,2.974E7,4.089E7,4.121E7,1.00,1.23,2.55,3.50,3.53,46,35,35,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),85368,Aconitate hydratase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACO1 PE=1 SV=2
25,5,P07262|DHE4_YEAST,31.99,319.79,2.011E7,2.03E7,2.071E7,2.03E7,1.256E7,1.256E7,1.309E7,1.314E7,1.159E7,1.139E7,1.00,1.01,1.03,1.01,0.62,0.62,0.65,0.65,0.58,0.57,2.02E7,2.05E7,1.256E7,1.312E7,1.149E7,1.00,1.01,0.62,0.65,0.57,54,27,17,Acrylamide; TMT10plex; Oxidation (M),49570,NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2
13,33,P54115|ALDH6_YEAST,39.48,319.36,2.041E7,2.055E7,1.737E7,1.727E7,2.316E7,2.319E7,2.872E7,2.863E7,2.837E7,2.878E7,1.00,1.01,0.85,0.85,1.13,1.14,1.41,1.40,1.39,1.41,2.048E7,1.733E7,2.318E7,2.868E7,2.858E7,1.00,0.85,1.13,1.40,1.40,62,32,32,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),54414,Magnesium-activated aldehyde dehydrogenase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD6 PE=1 SV=4
34,105,P10963|PCKA_YEAST,38.76,318.86,3.756E6,3.707E6,4.433E6,4.296E6,9.255E6,9.526E6,1.578E7,1.58E7,1.651E7,1.669E7,1.00,0.99,1.18,1.14,2.46,2.54,4.20,4.21,4.40,4.45,3.743E6,4.365E6,9.396E6,1.579E7,1.66E7,1.00,1.17,2.51,4.22,4.44,51,23,23,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),60983,Phosphoenolpyruvate carboxykinase (ATP) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCK1 PE=1 SV=2
50,16,Q00955|ACAC_YEAST,25.11,317.82,6.587E6,6.647E6,5.984E6,5.871E6,6.762E6,7.116E6,7.911E6,7.903E6,8.043E6,7.918E6,1.00,1.01,0.91,0.89,1.03,1.08,1.20,1.20,1.22,1.20,6.617E6,5.928E6,6.939E6,7.907E6,7.98E6,1.00,0.90,1.05,1.19,1.21,18,35,35,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),250351,Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACC1 PE=1 SV=2
61,46,P00815|HIS2_YEAST,28.68,315.93,6.08E6,6.145E6,7.015E6,6.918E6,7.775E6,7.822E6,7.952E6,8.017E6,7.766E6,7.921E6,1.00,1.01,1.15,1.14,1.28,1.29,1.31,1.32,1.28,1.30,6.113E6,6.972E6,7.799E6,7.989E6,7.849E6,1.00,1.14,1.28,1.31,1.28,36,25,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),87721,Histidine biosynthesis trifunctional protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS4 PE=1 SV=3
26,36,P38720|6PGD1_YEAST,56.04,315.86,1.47E7,1.475E7,1.429E7,1.428E7,1.264E7,1.292E7,8.621E6,8.613E6,8.349E6,8.387E6,1.00,1.00,0.97,0.97,0.86,0.88,0.59,0.59,0.57,0.57,1.473E7,1.428E7,1.278E7,8.617E6,8.372E6,1.00,0.97,0.87,0.58,0.57,49,27,21,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),53543,6-phosphogluconate dehydrogenase  decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GND1 PE=1 SV=1
19,17,P40150|SSB2_YEAST,10.36,312.15,9.439E5,1.003E6,9.076E5,9.631E5,8.689E5,8.455E5,8.517E5,8.484E5,8.032E5,8.152E5,1.00,1.06,0.96,1.02,0.92,0.90,0.90,0.90,0.85,0.86,9.818E5,9.354E5,8.618E5,8.558E5,8.19E5,1.00,0.95,0.88,0.87,0.83,10,32,4,TMT10plex; Oxidation (M),66595,Ribosome-associated molecular chaperone SSB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB2 PE=1 SV=2
29,66,P30952|MLS1_YEAST,45.53,310.49,3.339E6,3.3E6,3.284E6,3.392E6,9.679E6,9.362E6,1.592E7,1.588E7,1.691E7,1.688E7,1.00,0.99,0.98,1.02,2.90,2.80,4.77,4.76,5.07,5.06,3.365E6,3.351E6,9.528E6,1.591E7,1.69E7,1.00,1.00,2.83,4.73,5.02,38,25,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),62791,Malate synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MLS1 PE=1 SV=1
33,82,P00830|ATPB_YEAST,39.50,309.88,7.483E6,7.497E6,8.715E6,9.007E6,1.437E7,1.395E7,2.206E7,2.251E7,2.216E7,2.195E7,1.00,1.00,1.16,1.20,1.92,1.86,2.95,3.01,2.96,2.93,7.496E6,8.861E6,1.416E7,2.229E7,2.206E7,1.00,1.18,1.89,2.97,2.94,71,24,24,TMT10plex; Oxidation (M); Deamidation (NQ),54794,ATP synthase subunit beta  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP2 PE=1 SV=2
27,23,P16521|EF3A_YEAST,35.44,309.65,1.163E7,1.173E7,1.028E7,9.959E6,8.409E6,8.337E6,7.171E6,7.226E6,6.768E6,7.017E6,1.00,1.01,0.88,0.86,0.72,0.72,0.62,0.62,0.58,0.60,1.168E7,1.012E7,8.379E6,7.199E6,6.901E6,1.00,0.87,0.72,0.62,0.59,33,39,33,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),115945,Elongation factor 3A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEF3 PE=1 SV=4
59,51,P38009|PUR92_YEAST,10.92,309.20,4.012E6,3.928E6,4.194E6,4.322E6,4.124E6,4.181E6,4.171E6,4.397E6,4.467E6,4.382E6,1.00,0.98,1.05,1.08,1.03,1.04,1.04,1.10,1.11,1.09,3.974E6,4.258E6,4.156E6,4.295E6,4.427E6,1.00,1.07,1.05,1.08,1.11,49,26,21,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),65263,Bifunctional purine biosynthesis protein ADE17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE17 PE=1 SV=2
57,131,P07257|QCR2_YEAST,35.25,308.01,5.063E6,5.243E6,6.386E6,6.501E6,1.027E7,1.02E7,1.612E7,1.58E7,1.613E7,1.636E7,1.00,1.04,1.26,1.28,2.03,2.02,3.19,3.12,3.19,3.23,5.156E6,6.456E6,1.024E7,1.596E7,1.624E7,1.00,1.25,1.99,3.10,3.15,70,24,24,TMT10plex; Deamidation (NQ),40478,Cytochrome b-c1 complex subunit 2  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QCR2 PE=1 SV=1
36,41,P0CS90|HSP77_YEAST,29.62,305.29,1.432E7,1.483E7,1.757E7,1.728E7,2.278E7,2.298E7,2.681E7,2.613E7,2.578E7,2.559E7,1.00,1.04,1.23,1.21,1.59,1.60,1.87,1.82,1.80,1.79,1.458E7,1.743E7,2.288E7,2.647E7,2.569E7,1.00,1.20,1.57,1.82,1.76,34,22,22,TMT10plex; Oxidation (M); Deamidation (NQ),70628,Import motor subunit  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSC1 PE=1 SV=1
53,119,P23641|MPCP_YEAST,62.35,303.57,5.262E6,5.336E6,5.736E6,5.743E6,7.854E6,8.11E6,1.31E7,1.312E7,1.303E7,1.304E7,1.00,1.01,1.09,1.09,1.49,1.54,2.49,2.49,2.48,2.48,5.299E6,5.754E6,7.984E6,1.312E7,1.304E7,1.00,1.09,1.51,2.48,2.46,74,18,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),32812,Mitochondrial phosphate carrier protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIR1 PE=1 SV=1
70,98,P10664|RL4A_YEAST,18.57,303.50,8.463E5,9.299E5,5.13E5,5.931E5,4.275E5,4.474E5,4.453E5,4.188E5,3.699E5,3.49E5,1.00,1.10,0.61,0.70,0.51,0.53,0.53,0.49,0.44,0.41,8.881E5,5.531E5,4.374E5,4.321E5,3.594E5,1.00,0.62,0.49,0.49,0.40,4,19,2,TMT10plex,39092,60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL4A PE=1 SV=4
54,30,P19882|HSP60_YEAST,37.27,301.74,7.087E6,7.294E6,8.19E6,8.183E6,9.759E6,9.597E6,1.148E7,1.181E7,1.136E7,1.132E7,1.00,1.03,1.16,1.15,1.38,1.35,1.62,1.67,1.60,1.60,7.191E6,8.191E6,9.678E6,1.164E7,1.134E7,1.00,1.14,1.35,1.62,1.58,44,24,24,Acrylamide; TMT10plex,60752,Heat shock protein 60  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP60 PE=1 SV=1
71,13,P39692|MET10_YEAST,19.30,298.66,5.378E6,5.551E6,5.529E6,5.505E6,5.218E6,5.445E6,4.898E6,5.009E6,4.845E6,4.9E6,1.00,1.03,1.03,1.02,0.97,1.01,0.91,0.93,0.90,0.91,5.467E6,5.52E6,5.332E6,4.954E6,4.875E6,1.00,1.01,0.98,0.91,0.89,41,30,30,Acrylamide; TMT10plex; Deamidation (NQ),114829,Sulfite reductase [NADPH] flavoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET10 PE=1 SV=2
56,20,P16861|PFKA1_YEAST,31.43,298.65,7.03E6,7.011E6,7.328E6,7.291E6,6.745E6,6.998E6,6.385E6,6.393E6,6.221E6,6.122E6,1.00,1.00,1.04,1.04,0.96,1.00,0.91,0.91,0.88,0.87,7.024E6,7.314E6,6.877E6,6.392E6,6.171E6,1.00,1.04,0.98,0.91,0.88,33,29,28,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),107970,ATP-dependent 6-phosphofructokinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFK1 PE=1 SV=1
47,40,P47169|MET5_YEAST,21.16,298.60,6.387E6,6.565E6,6.351E6,6.294E6,6.021E6,6.104E6,5.683E6,5.697E6,5.838E6,5.877E6,1.00,1.03,0.99,0.99,0.94,0.96,0.89,0.89,0.91,0.92,6.479E6,6.323E6,6.063E6,5.703E6,5.857E6,1.00,0.98,0.94,0.88,0.90,36,39,38,TMT10plex; Oxidation (M); Deamidation (NQ),161218,Sulfite reductase [NADPH] subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET5 PE=1 SV=1
42,54,P37291|GLYC_YEAST,21.87,296.79,2.791E7,2.749E7,2.551E7,2.578E7,2.274E7,2.23E7,1.929E7,1.848E7,1.828E7,1.934E7,1.00,0.99,0.91,0.92,0.81,0.80,0.69,0.66,0.65,0.69,2.77E7,2.564E7,2.252E7,1.888E7,1.881E7,1.00,0.93,0.81,0.68,0.68,49,24,23,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),52219,Serine hydroxymethyltransferase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHM2 PE=1 SV=2
45,39,P00890|CISY1_YEAST,33.24,296.54,5.062E6,5.221E6,6.462E6,6.28E6,1.241E7,1.311E7,2.122E7,2.108E7,2.125E7,2.127E7,1.00,1.03,1.28,1.24,2.45,2.59,4.19,4.16,4.20,4.20,5.143E6,6.375E6,1.276E7,2.115E7,2.127E7,1.00,1.24,2.48,4.11,4.13,52,26,25,TMT10plex; Oxidation (M); Deamidation (NQ),53360,Citrate synthase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CIT1 PE=1 SV=2
15,29,P00330|ADH1_YEAST,34.27,296.14,5.713E7,5.499E7,6.221E7,6.168E7,4.99E7,4.726E7,2.729E7,2.791E7,2.747E7,2.693E7,1.00,0.96,1.09,1.08,0.87,0.83,0.48,0.49,0.48,0.47,5.606E7,6.195E7,4.858E7,2.761E7,2.72E7,1.00,1.11,0.87,0.49,0.49,52,20,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),36849,Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5
30,78,P04840|VDAC1_YEAST,48.06,295.46,7.574E6,7.633E6,1.008E7,1.015E7,1.648E7,1.635E7,2.098E7,2.105E7,2.119E7,2.136E7,1.00,1.01,1.33,1.34,2.18,2.16,2.77,2.78,2.80,2.82,7.611E6,1.012E7,1.642E7,2.102E7,2.127E7,1.00,1.33,2.16,2.76,2.79,75,18,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),30428,Mitochondrial outer membrane protein porin 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POR1 PE=1 SV=4
88,35,P32589|HSP7F_YEAST,17.22,295.34,5.064E6,5.112E6,4.672E6,4.623E6,4.521E6,4.595E6,4.767E6,4.961E6,4.708E6,4.437E6,1.00,1.01,0.92,0.91,0.89,0.91,0.94,0.98,0.93,0.88,5.088E6,4.647E6,4.558E6,4.864E6,4.572E6,1.00,0.91,0.90,0.96,0.90,39,25,21,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),77367,Heat shock protein homolog SSE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSE1 PE=1 SV=4
