Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity TMT10-126,Intensity TMT10-127N,Intensity TMT10-127C,Intensity TMT10-128N,Intensity TMT10-128C,Intensity TMT10-129N,Intensity TMT10-129C,Intensity TMT10-130N,Intensity TMT10-130C,Intensity TMT10-131,Ratio TMT10-126,Ratio TMT10-127N,Ratio TMT10-127C,Ratio TMT10-128N,Ratio TMT10-128C,Ratio TMT10-129N,Ratio TMT10-129C,Ratio TMT10-130N,Ratio TMT10-130C,Ratio TMT10-131,Intensity Group 1(TMT10-126; TMT10-127N),Intensity Group 2(TMT10-127C; TMT10-128N),Intensity Group 3(TMT10-128C; TMT10-129N),Intensity Group 4(TMT10-129C; TMT10-130N),Intensity Group 5(TMT10-130C; TMT10-131),Ratio Group 1(TMT10-126; TMT10-127N),Ratio Group 2(TMT10-127C; TMT10-128N),Ratio Group 3(TMT10-128C; TMT10-129N),Ratio Group 4(TMT10-129C; TMT10-130N),Ratio Group 5(TMT10-130C; TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
19,21,P11484|SSB1_YEAST,23.11,357.23,8.356E5,8.534E5,8.068E5,8.032E5,6.685E5,6.78E5,6.741E5,6.84E5,6.038E5,5.335E5,1.00,1.02,0.97,0.96,0.80,0.81,0.81,0.82,0.72,0.64,8.542E5,8.072E5,6.779E5,6.865E5,5.686E5,1.00,0.94,0.79,0.80,0.67,10,33,4,Acrylamide; TMT10plex; Oxidation (M),66602,Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB1 PE=1 SV=3
27,16,Q00955|ACAC_YEAST,21.27,356.60,6.937E6,6.813E6,6.416E6,6.412E6,6.616E6,6.681E6,5.848E6,5.99E6,6.714E6,6.694E6,1.00,0.98,0.92,0.92,0.95,0.96,0.84,0.86,0.97,0.96,6.875E6,6.414E6,6.659E6,5.919E6,6.704E6,1.00,0.93,0.97,0.86,0.98,27,49,49,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),250351,Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACC1 PE=1 SV=2
9,7,P10592|HSP72_YEAST,22.13,355.99,1.812E6,1.8E6,1.633E6,1.712E6,1.491E6,1.583E6,1.584E6,1.644E6,1.192E6,1.161E6,1.00,0.99,0.90,0.94,0.82,0.87,0.87,0.91,0.66,0.64,1.806E6,1.672E6,1.537E6,1.614E6,1.177E6,1.00,0.93,0.85,0.89,0.65,8,38,5,TMT10plex; Oxidation (M); Deamidation (NQ),69470,Heat shock protein SSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA2 PE=1 SV=3
10,8,P10591|HSP71_YEAST,16.58,353.44,6.946E5,6.236E5,6.644E5,6.283E5,8.648E5,8.85E5,9.085E5,9.192E5,1.115E6,1.061E6,1.00,0.90,0.96,0.90,1.25,1.27,1.31,1.32,1.61,1.53,6.591E5,6.499E5,8.799E5,9.138E5,1.09E6,1.00,0.99,1.33,1.39,1.65,14,37,6,TMT10plex; Oxidation (M); Deamidation (NQ),69657,Heat shock protein SSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA1 PE=1 SV=4
31,12,P03965|CARB_YEAST,30.49,342.12,8.432E6,8.384E6,7.339E6,7.162E6,6.798E6,6.807E6,6.519E6,6.405E6,7.95E6,7.895E6,1.00,0.99,0.87,0.85,0.81,0.81,0.77,0.76,0.94,0.94,8.408E6,7.251E6,6.808E6,6.462E6,7.922E6,1.00,0.86,0.81,0.77,0.94,37,39,38,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),123915,Carbamoyl-phosphate synthase arginine-specific large chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPA2 PE=1 SV=1
23,5,P07262|DHE4_YEAST,26.25,341.63,1.158E7,1.174E7,1.265E7,1.281E7,1.372E7,1.361E7,1.411E7,1.393E7,8.059E6,7.762E6,1.00,1.01,1.09,1.11,1.18,1.18,1.22,1.20,0.70,0.67,1.166E7,1.273E7,1.367E7,1.402E7,7.913E6,1.00,1.09,1.17,1.20,0.68,50,27,17,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),49570,NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2
5,56,P00358|G3P2_YEAST,20.38,338.30,1.871E6,1.775E6,1.239E6,1.291E6,1.816E6,1.973E6,1.883E6,1.737E6,4.428E5,3.733E5,1.00,0.95,0.66,0.69,0.97,1.05,1.01,0.93,0.24,0.20,1.823E6,1.265E6,1.895E6,1.81E6,4.08E5,1.00,0.69,1.04,0.99,0.22,14,26,4,TMT10plex; Oxidation (M); Deamidation (NQ),35847,Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH2 PE=1 SV=3
20,17,P40150|SSB2_YEAST,18.50,337.15,8.962E5,8.613E5,8.613E5,9.12E5,8.39E5,8.312E5,7.576E5,7.608E5,7.035E5,6.44E5,1.00,0.96,0.96,1.02,0.94,0.93,0.85,0.85,0.78,0.72,8.833E5,8.933E5,8.351E5,7.623E5,6.738E5,1.00,1.01,0.95,0.86,0.76,10,33,4,TMT10plex; Oxidation (M),66595,Ribosome-associated molecular chaperone SSB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB2 PE=1 SV=2
22,38,P06168|ILV5_YEAST,26.29,335.45,1.259E7,1.255E7,1.17E7,1.176E7,1.063E7,1.072E7,1.199E7,1.15E7,1.223E7,1.207E7,1.00,1.00,0.93,0.93,0.84,0.85,0.95,0.91,0.97,0.96,1.257E7,1.173E7,1.067E7,1.174E7,1.216E7,1.00,0.93,0.85,0.93,0.97,61,21,21,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),44369,Ketol-acid reductoisomerase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV5 PE=1 SV=1
7,42,P00924|ENO1_YEAST,19.52,333.75,3.719E6,3.56E6,3.905E6,4.017E6,4.915E6,4.877E6,5.019E6,5.402E6,1.931E6,1.685E6,1.00,0.96,1.05,1.08,1.32,1.31,1.35,1.45,0.52,0.45,3.64E6,3.961E6,4.896E6,5.211E6,1.808E6,1.00,1.09,1.35,1.43,0.50,28,28,9,TMT10plex; Oxidation (M); Deamidation (NQ),46816,Enolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENO1 PE=1 SV=3
30,94,P00950|PMG1_YEAST,20.96,332.64,3.338E7,3.476E7,3.814E7,3.889E7,3.757E7,3.831E7,3.922E7,3.877E7,1.697E7,1.567E7,1.00,1.04,1.14,1.17,1.13,1.15,1.18,1.16,0.51,0.47,3.407E7,3.852E7,3.795E7,3.899E7,1.633E7,1.00,1.13,1.11,1.14,0.48,68,15,15,TMT10plex; Oxidation (M); Deamidation (NQ),27609,Phosphoglycerate mutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPM1 PE=1 SV=3
11,25,P02994|EF1A_YEAST,25.45,332.54,6.734E7,6.879E7,6.1E7,6.085E7,5.757E7,5.815E7,5.436E7,5.265E7,5.477E7,5.448E7,1.00,1.02,0.91,0.90,0.86,0.86,0.81,0.78,0.81,0.81,6.807E7,6.093E7,5.786E7,5.352E7,5.462E7,1.00,0.90,0.85,0.79,0.80,51,23,23,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),50033,Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF1 PE=1 SV=1
18,18,P15108|HSC82_YEAST,22.01,327.84,3.77E6,3.777E6,3.714E6,3.52E6,3.34E6,3.292E6,2.891E6,2.72E6,3.149E6,3.107E6,1.00,1.00,0.99,0.93,0.89,0.87,0.77,0.72,0.84,0.82,3.778E6,3.617E6,3.316E6,2.806E6,3.128E6,1.00,0.96,0.88,0.74,0.83,15,37,9,TMT10plex; Deamidation (NQ),80900,ATP-dependent molecular chaperone HSC82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSC82 PE=1 SV=4
46,13,P39692|MET10_YEAST,6.55,326.76,4.191E6,4.172E6,4.352E6,4.264E6,4.297E6,4.207E6,3.989E6,3.828E6,4.053E6,3.892E6,1.00,1.00,1.04,1.02,1.03,1.00,0.95,0.91,0.97,0.93,4.187E6,4.314E6,4.252E6,3.912E6,3.972E6,1.00,1.03,1.02,0.93,0.95,41,32,32,TMT10plex; Deamidation (NQ),114829,Sulfite reductase [NADPH] flavoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET10 PE=1 SV=2
49,24,P39976|DLD3_YEAST,23.98,324.51,5.142E6,5.121E6,5.102E6,5.052E6,4.384E6,4.549E6,4.539E6,4.507E6,3.994E6,3.676E6,1.00,1.00,0.99,0.98,0.85,0.88,0.88,0.88,0.78,0.71,5.136E6,5.082E6,4.484E6,4.539E6,3.854E6,1.00,0.99,0.87,0.88,0.75,65,25,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),55225,D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DLD3 PE=1 SV=1
52,20,P16861|PFKA1_YEAST,30.23,324.46,5.143E6,5.038E6,5.575E6,5.463E6,5.33E6,5.349E6,4.789E6,4.986E6,4.604E6,4.608E6,1.00,0.98,1.08,1.06,1.04,1.04,0.93,0.97,0.90,0.90,5.093E6,5.519E6,5.339E6,4.893E6,4.618E6,1.00,1.08,1.05,0.96,0.91,36,33,32,Acrylamide; TMT10plex; Oxidation (M),107970,ATP-dependent 6-phosphofructokinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFK1 PE=1 SV=1
21,19,P02829|HSP82_YEAST,26.84,321.79,7.081E5,6.917E5,7.845E5,7.933E5,9.245E5,8.593E5,8.045E5,8.423E5,1.24E6,1.267E6,1.00,0.98,1.11,1.12,1.31,1.21,1.14,1.19,1.75,1.79,6.999E5,7.889E5,8.919E5,8.234E5,1.253E6,1.00,1.13,1.27,1.18,1.79,10,33,5,TMT10plex,81406,ATP-dependent molecular chaperone HSP82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP82 PE=1 SV=1
47,51,P38009|PUR92_YEAST,11.97,321.76,3.011E6,3.042E6,2.984E6,3.096E6,3.045E6,3.099E6,2.926E6,2.954E6,3.465E6,3.344E6,1.00,1.01,0.99,1.03,1.01,1.03,0.97,0.98,1.15,1.11,3.026E6,3.04E6,3.072E6,2.943E6,3.417E6,1.00,1.00,1.02,0.97,1.13,52,27,22,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),65263,Bifunctional purine biosynthesis protein ADE17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE17 PE=1 SV=2
12,101,P14540|ALF_YEAST,21.91,318.87,2.968E7,3.241E7,3.045E7,3.166E7,3.064E7,2.978E7,3.426E7,3.231E7,1.829E7,1.901E7,1.00,1.09,1.03,1.07,1.03,1.00,1.15,1.09,0.62,0.64,3.106E7,3.108E7,3.023E7,3.33E7,1.867E7,1.00,1.00,0.97,1.07,0.60,46,18,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),39621,Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3
28,36,P38720|6PGD1_YEAST,14.58,316.99,8.897E6,8.731E6,9.177E6,8.855E6,8.773E6,9.113E6,9.129E6,9.285E6,6.759E6,6.387E6,1.00,0.98,1.03,1.00,0.99,1.02,1.03,1.04,0.76,0.72,8.814E6,9.016E6,8.949E6,9.212E6,6.576E6,1.00,1.02,1.02,1.05,0.75,49,27,21,Acrylamide; TMT10plex; Deamidation (NQ),53543,6-phosphogluconate dehydrogenase  decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GND1 PE=1 SV=1
35,40,P47169|MET5_YEAST,23.90,315.99,4.863E6,5.017E6,5.133E6,5.255E6,4.977E6,5.051E6,4.831E6,4.838E6,5.03E6,5.04E6,1.00,1.03,1.06,1.08,1.02,1.04,0.99,0.99,1.03,1.04,4.945E6,5.213E6,5.025E6,4.851E6,5.035E6,1.00,1.05,1.02,0.98,1.02,40,43,42,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),161218,Sulfite reductase [NADPH] subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET5 PE=1 SV=1
33,54,P37291|GLYC_YEAST,17.29,315.64,1.594E7,1.559E7,1.447E7,1.511E7,1.384E7,1.331E7,1.42E7,1.382E7,1.123E7,1.072E7,1.00,0.98,0.91,0.95,0.87,0.83,0.89,0.87,0.70,0.67,1.577E7,1.479E7,1.358E7,1.401E7,1.097E7,1.00,0.94,0.86,0.89,0.70,54,26,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),52219,Serine hydroxymethyltransferase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHM2 PE=1 SV=2
25,23,P16521|EF3A_YEAST,34.48,311.61,9.327E6,9.223E6,8.692E6,8.668E6,7.396E6,7.37E6,6.856E6,6.741E6,5.104E6,5.207E6,1.00,0.99,0.93,0.93,0.79,0.79,0.74,0.72,0.55,0.56,9.275E6,8.695E6,7.383E6,6.804E6,5.165E6,1.00,0.94,0.80,0.73,0.56,33,33,28,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),115945,Elongation factor 3A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEF3 PE=1 SV=4
16,29,P00330|ADH1_YEAST,20.98,311.25,4.751E7,4.693E7,4.635E7,4.749E7,5.306E7,5.239E7,5.115E7,5.092E7,1.657E7,1.477E7,1.00,0.99,0.98,1.00,1.12,1.10,1.08,1.07,0.35,0.31,4.722E7,4.692E7,5.273E7,5.104E7,1.57E7,1.00,0.99,1.12,1.08,0.33,59,21,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),36849,Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5
86,43,P16140|VATB_YEAST,8.36,310.81,3.836E6,3.83E6,3.928E6,3.845E6,3.893E6,3.976E6,3.908E6,4.005E6,3.384E6,3.213E6,1.00,1.00,1.02,1.00,1.01,1.04,1.02,1.04,0.88,0.84,3.833E6,3.886E6,3.935E6,3.956E6,3.298E6,1.00,1.01,1.03,1.03,0.86,52,24,24,TMT10plex; Oxidation (M); Deamidation (NQ),57749,V-type proton ATPase subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA2 PE=1 SV=2
29,33,P54115|ALDH6_YEAST,29.11,309.57,9.046E6,9.043E6,8.174E6,8.148E6,7.206E6,7.305E6,7.124E6,7.318E6,1.806E7,1.89E7,1.00,1.00,0.90,0.90,0.80,0.81,0.79,0.81,2.00,2.09,9.045E6,8.161E6,7.255E6,7.221E6,1.848E7,1.00,0.90,0.80,0.80,2.04,49,24,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),54414,Magnesium-activated aldehyde dehydrogenase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD6 PE=1 SV=4
42,81,P07245|C1TC_YEAST,20.35,308.54,3.597E6,3.64E6,3.837E6,3.79E6,3.779E6,3.716E6,3.603E6,3.539E6,4.028E6,4.048E6,1.00,1.01,1.07,1.05,1.05,1.03,1.00,0.98,1.12,1.13,3.618E6,3.813E6,3.747E6,3.578E6,4.052E6,1.00,1.05,1.04,0.99,1.12,36,28,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),102205,C-1-tetrahydrofolate synthase  cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE3 PE=1 SV=1
32,76,P29453|RL8B_YEAST,34.21,306.16,7.765E5,7.785E5,7.21E5,7.683E5,6.63E5,7.1E5,7.43E5,7.278E5,6.627E5,6.62E5,1.00,1.00,0.93,0.99,0.85,0.91,0.96,0.94,0.85,0.85,7.775E5,7.447E5,6.865E5,7.354E5,6.624E5,1.00,0.96,0.88,0.95,0.85,14,23,5,TMT10plex; Oxidation (M),28112,60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8B PE=1 SV=3
34,26,P19414|ACON_YEAST,34.49,304.23,7.684E6,7.612E6,8.99E6,9.067E6,9.097E6,8.949E6,9.311E6,8.981E6,2.765E7,2.852E7,1.00,0.99,1.17,1.18,1.18,1.16,1.21,1.17,3.60,3.71,7.654E6,9.032E6,9.023E6,9.146E6,2.809E7,1.00,1.18,1.18,1.20,3.67,42,30,30,TMT10plex; Oxidation (M); Deamidation (NQ),85368,Aconitate hydratase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACO1 PE=1 SV=2
51,46,P00815|HIS2_YEAST,27.30,303.43,4.121E6,4.098E6,4.533E6,4.408E6,4.877E6,4.813E6,4.939E6,5.019E6,5.6E6,5.69E6,1.00,0.99,1.10,1.07,1.18,1.17,1.20,1.22,1.36,1.38,4.109E6,4.47E6,4.845E6,4.984E6,5.648E6,1.00,1.09,1.18,1.21,1.37,33,25,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),87721,Histidine biosynthesis trifunctional protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS4 PE=1 SV=3
58,98,P10664|RL4A_YEAST,20.67,303.17,8.61E5,7.329E5,5.87E5,5.036E5,4.349E5,4.825E5,5.232E5,5.384E5,2.883E5,2.743E5,1.00,0.85,0.68,0.58,0.51,0.56,0.61,0.63,0.33,0.32,7.969E5,5.453E5,4.587E5,5.308E5,2.813E5,1.00,0.68,0.58,0.67,0.35,4,17,2,TMT10plex,39092,60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL4A PE=1 SV=4
79,35,P32589|HSP7F_YEAST,22.55,302.45,4.262E6,4.234E6,3.969E6,3.885E6,3.688E6,3.731E6,3.656E6,3.596E6,3.872E6,3.815E6,1.00,0.99,0.93,0.91,0.87,0.88,0.86,0.84,0.91,0.90,4.248E6,3.932E6,3.713E6,3.633E6,3.844E6,1.00,0.93,0.87,0.86,0.90,34,22,19,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),77367,Heat shock protein homolog SSE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSE1 PE=1 SV=4
65,117,Q03558|OYE2_YEAST,20.76,302.05,7.54E6,7.867E6,8.538E6,8.481E6,9.029E6,8.982E6,9.53E6,9.231E6,5.276E6,4.961E6,1.00,1.04,1.13,1.12,1.20,1.19,1.26,1.22,0.70,0.66,7.711E6,8.51E6,9.023E6,9.384E6,5.119E6,1.00,1.10,1.17,1.22,0.66,62,23,23,TMT10plex; Oxidation (M); Deamidation (NQ),45011,NADPH dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OYE2 PE=1 SV=3
36,62,P17076|RL8A_YEAST,13.72,300.67,4.43E5,4.14E5,4.396E5,4.251E5,4.021E5,3.885E5,4.264E5,4.53E5,4.797E5,4.906E5,1.00,0.93,0.99,0.96,0.91,0.88,0.96,1.02,1.08,1.11,4.285E5,4.323E5,3.953E5,4.397E5,4.852E5,1.00,1.01,0.92,1.03,1.13,10,21,3,TMT10plex,28125,60S ribosomal protein L8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8A PE=1 SV=4
109,37,P04147|PABP_YEAST,21.43,300.61,5.97E6,5.896E6,5.464E6,5.377E6,4.949E6,4.996E6,5.18E6,5.146E6,5.192E6,5.212E6,1.00,0.99,0.92,0.90,0.83,0.84,0.87,0.86,0.87,0.87,5.933E6,5.42E6,4.972E6,5.163E6,5.202E6,1.00,0.91,0.84,0.87,0.88,32,19,19,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),64344,Polyadenylate-binding protein  cytoplasmic and nuclear OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAB1 PE=1 SV=4
