Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity TMT10-126,Intensity TMT10-127N,Intensity TMT10-127C,Intensity TMT10-128N,Intensity TMT10-128C,Intensity TMT10-129N,Intensity TMT10-129C,Intensity TMT10-130N,Intensity TMT10-130C,Intensity TMT10-131,Ratio TMT10-126,Ratio TMT10-127N,Ratio TMT10-127C,Ratio TMT10-128N,Ratio TMT10-128C,Ratio TMT10-129N,Ratio TMT10-129C,Ratio TMT10-130N,Ratio TMT10-130C,Ratio TMT10-131,Intensity Group 1(TMT10-126; TMT10-127N),Intensity Group 2(TMT10-127C; TMT10-128N),Intensity Group 3(TMT10-128C; TMT10-129N),Intensity Group 4(TMT10-129C; TMT10-130N),Intensity Group 5(TMT10-130C; TMT10-131),Ratio Group 1(TMT10-126; TMT10-127N),Ratio Group 2(TMT10-127C; TMT10-128N),Ratio Group 3(TMT10-128C; TMT10-129N),Ratio Group 4(TMT10-129C; TMT10-130N),Ratio Group 5(TMT10-130C; TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
9,8,P10591|HSP71_YEAST,24.96,387.55,5.588E5,5.495E5,5.417E5,5.07E5,7.833E5,7.749E5,7.978E5,8.518E5,9.355E5,8.658E5,1.00,0.98,0.97,0.91,1.40,1.39,1.43,1.52,1.67,1.55,5.541E5,5.354E5,7.791E5,8.248E5,9.006E5,1.00,0.97,1.41,1.49,1.63,16,37,7,TMT10plex; Oxidation (M); Deamidation (NQ),69657,Heat shock protein SSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA1 PE=1 SV=4
8,7,P10592|HSP72_YEAST,17.27,386.63,1.702E6,1.675E6,1.651E6,1.615E6,1.577E6,1.598E6,1.586E6,1.577E6,1.188E6,1.137E6,1.00,0.98,0.97,0.95,0.93,0.94,0.93,0.93,0.70,0.67,1.689E6,1.633E6,1.587E6,1.581E6,1.165E6,1.00,0.97,0.94,0.94,0.69,14,36,6,TMT10plex; Oxidation (M); Deamidation (NQ),69470,Heat shock protein SSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA2 PE=1 SV=3
21,21,P11484|SSB1_YEAST,23.85,385.80,6.404E5,6.297E5,6.182E5,6E5,5.607E5,5.374E5,5.317E5,5.634E5,4.588E5,4.66E5,1.00,0.98,0.97,0.94,0.88,0.84,0.83,0.88,0.72,0.73,6.445E5,6.148E5,5.59E5,5.521E5,4.624E5,1.00,0.95,0.87,0.86,0.72,10,32,4,Acrylamide; TMT10plex; Oxidation (M),66602,Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB1 PE=1 SV=3
24,16,Q00955|ACAC_YEAST,11.04,382.55,6.974E6,7.026E6,6.553E6,6.215E6,6.737E6,6.78E6,6.682E6,6.835E6,6.782E6,6.766E6,1.00,1.01,0.94,0.89,0.97,0.97,0.96,0.98,0.97,0.97,7E6,6.384E6,6.759E6,6.758E6,6.774E6,1.00,0.91,0.97,0.97,0.97,27,51,51,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),250351,Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACC1 PE=1 SV=2
6,56,P00358|G3P2_YEAST,38.60,372.23,1.736E6,1.74E6,1.447E6,1.444E6,1.797E6,1.745E6,1.511E6,1.395E6,6.8E5,6.951E5,1.00,1.00,0.83,0.83,1.04,1.01,0.87,0.80,0.39,0.40,1.738E6,1.445E6,1.771E6,1.453E6,6.904E5,1.00,0.83,1.02,0.84,0.40,14,28,5,TMT10plex; Oxidation (M); Deamidation (NQ),35847,Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH2 PE=1 SV=3
20,38,P06168|ILV5_YEAST,27.93,367.03,1.27E7,1.282E7,1.161E7,1.164E7,1.08E7,1.079E7,1.144E7,1.082E7,1.248E7,1.287E7,1.00,1.01,0.91,0.92,0.85,0.85,0.90,0.85,0.98,1.01,1.276E7,1.162E7,1.08E7,1.113E7,1.268E7,1.00,0.91,0.85,0.87,0.99,65,23,23,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),44369,Ketol-acid reductoisomerase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV5 PE=1 SV=1
37,12,P03965|CARB_YEAST,21.20,361.36,7.402E6,7.487E6,6.365E6,6.349E6,5.834E6,5.932E6,5.958E6,6.13E6,7.072E6,7.311E6,1.00,1.01,0.86,0.86,0.79,0.80,0.80,0.83,0.96,0.99,7.444E6,6.357E6,5.888E6,6.044E6,7.195E6,1.00,0.85,0.79,0.81,0.97,37,36,35,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),123915,Carbamoyl-phosphate synthase arginine-specific large chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPA2 PE=1 SV=1
27,5,P07262|DHE4_YEAST,25.86,359.89,1.046E7,1.025E7,1.058E7,1.067E7,1.135E7,1.151E7,1.152E7,1.164E7,6.706E6,6.486E6,1.00,0.98,1.01,1.02,1.08,1.10,1.10,1.11,0.64,0.62,1.035E7,1.062E7,1.143E7,1.158E7,6.606E6,1.00,1.03,1.10,1.12,0.64,42,23,14,Acrylamide; TMT10plex; Oxidation (M),49570,NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2
11,25,P02994|EF1A_YEAST,15.33,359.29,6.088E7,6.428E7,5.802E7,6.062E7,5.565E7,5.558E7,5.213E7,5.079E7,5.383E7,5.407E7,1.00,1.06,0.95,1.00,0.91,0.91,0.86,0.83,0.88,0.89,6.259E7,5.932E7,5.562E7,5.147E7,5.395E7,1.00,0.95,0.89,0.82,0.86,52,24,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),50033,Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF1 PE=1 SV=1
22,17,P40150|SSB2_YEAST,23.97,358.93,8.168E5,7.596E5,8.299E5,8.247E5,7.214E5,7.221E5,7.883E5,8.297E5,6.852E5,7.16E5,1.00,0.93,1.02,1.01,0.88,0.88,0.97,1.02,0.84,0.88,7.882E5,8.273E5,7.217E5,8.144E5,7.033E5,1.00,1.05,0.92,1.03,0.89,6,31,3,TMT10plex,66595,Ribosome-associated molecular chaperone SSB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB2 PE=1 SV=2
7,42,P00924|ENO1_YEAST,14.39,357.59,5.444E6,5.047E6,6.693E6,5.644E6,7.104E6,7.991E6,7.741E6,7.708E6,2.506E6,1.955E6,1.00,0.93,1.23,1.04,1.30,1.47,1.42,1.42,0.46,0.36,5.246E6,6.169E6,7.548E6,7.724E6,2.23E6,1.00,1.18,1.44,1.47,0.43,28,26,9,TMT10plex; Oxidation (M); Deamidation (NQ),46816,Enolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENO1 PE=1 SV=3
51,51,P38009|PUR92_YEAST,36.58,357.24,3.047E6,3.102E6,3.168E6,3.173E6,3.102E6,3.118E6,2.844E6,2.849E6,3.259E6,3.271E6,1.00,1.02,1.04,1.04,1.02,1.02,0.93,0.93,1.07,1.07,3.074E6,3.171E6,3.117E6,2.851E6,3.271E6,1.00,1.03,1.01,0.93,1.06,45,25,20,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),65263,Bifunctional purine biosynthesis protein ADE17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE17 PE=1 SV=2
18,18,P15108|HSC82_YEAST,10.26,357.01,3.094E6,3.016E6,2.805E6,2.784E6,2.694E6,2.907E6,2.942E6,2.682E6,2.587E6,2.482E6,1.00,0.97,0.91,0.90,0.87,0.94,0.95,0.87,0.84,0.80,3.055E6,2.797E6,2.801E6,2.812E6,2.534E6,1.00,0.92,0.92,0.92,0.83,11,36,6,TMT10plex,80900,ATP-dependent molecular chaperone HSC82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSC82 PE=1 SV=4
32,36,P38720|6PGD1_YEAST,19.98,354.94,9.19E6,8.792E6,8.942E6,9.076E6,9.233E6,9.533E6,9.499E6,9.395E6,7.107E6,6.912E6,1.00,0.96,0.97,0.99,1.00,1.04,1.03,1.02,0.77,0.75,8.993E6,9.009E6,9.4E6,9.447E6,7.021E6,1.00,1.00,1.05,1.05,0.78,70,28,28,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),53543,6-phosphogluconate dehydrogenase  decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GND1 PE=1 SV=1
35,94,P00950|PMG1_YEAST,23.81,353.62,3.448E7,3.426E7,3.822E7,3.818E7,3.776E7,3.734E7,3.96E7,3.92E7,1.582E7,1.473E7,1.00,0.99,1.11,1.11,1.09,1.08,1.15,1.14,0.46,0.43,3.437E7,3.821E7,3.755E7,3.94E7,1.528E7,1.00,1.11,1.09,1.15,0.44,67,14,14,TMT10plex; Oxidation (M); Deamidation (NQ),27609,Phosphoglycerate mutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPM1 PE=1 SV=3
49,20,P16861|PFKA1_YEAST,34.68,348.49,4.841E6,4.693E6,4.978E6,4.989E6,5.113E6,4.99E6,4.874E6,5.008E6,4.257E6,4.254E6,1.00,0.97,1.03,1.03,1.06,1.03,1.01,1.03,0.88,0.88,4.767E6,4.984E6,5.055E6,4.944E6,4.255E6,1.00,1.05,1.06,1.04,0.89,35,31,30,Acrylamide; TMT10plex; Deamidation (NQ),107970,ATP-dependent 6-phosphofructokinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFK1 PE=1 SV=1
41,24,P39976|DLD3_YEAST,20.31,348.34,4.597E6,4.412E6,4.626E6,4.587E6,4.127E6,4.114E6,4.001E6,4.085E6,3.831E6,3.519E6,1.00,0.96,1.01,1.00,0.90,0.89,0.87,0.89,0.83,0.77,4.508E6,4.619E6,4.123E6,4.052E6,3.708E6,1.00,1.02,0.91,0.90,0.82,63,26,26,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),55225,D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DLD3 PE=1 SV=1
23,19,P02829|HSP82_YEAST,38.21,345.62,6.465E5,6.436E5,7.339E5,7.279E5,8.85E5,8.901E5,9.383E5,9.822E5,1.261E6,1.279E6,1.00,1.00,1.14,1.13,1.37,1.38,1.45,1.52,1.95,1.98,6.45E5,7.309E5,8.876E5,9.603E5,1.27E6,1.00,1.13,1.38,1.49,1.97,6,34,4,TMT10plex,81406,ATP-dependent molecular chaperone HSP82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP82 PE=1 SV=1
13,101,P14540|ALF_YEAST,21.46,343.35,2.842E7,2.988E7,2.881E7,2.894E7,3.014E7,2.915E7,2.739E7,2.789E7,1.65E7,1.71E7,1.00,1.05,1.01,1.02,1.06,1.03,0.96,0.98,0.58,0.60,2.916E7,2.888E7,2.966E7,2.765E7,1.682E7,1.00,0.99,1.02,0.95,0.58,42,17,17,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),39621,Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3
31,33,P54115|ALDH6_YEAST,29.76,342.83,8.381E6,8.382E6,7.606E6,7.415E6,6.71E6,6.659E6,6.462E6,6.526E6,1.632E7,1.695E7,1.00,1.00,0.91,0.88,0.80,0.79,0.77,0.78,1.95,2.02,8.382E6,7.513E6,6.686E6,6.494E6,1.664E7,1.00,0.90,0.80,0.77,1.99,54,26,26,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),54414,Magnesium-activated aldehyde dehydrogenase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD6 PE=1 SV=4
64,117,Q03558|OYE2_YEAST,26.59,341.16,6.536E6,6.705E6,7.376E6,7.434E6,7.613E6,7.727E6,8.085E6,8.034E6,4.958E6,4.822E6,1.00,1.03,1.13,1.14,1.16,1.18,1.24,1.23,0.76,0.74,6.62E6,7.405E6,7.67E6,8.059E6,4.899E6,1.00,1.12,1.16,1.22,0.74,55,25,25,TMT10plex; Deamidation (NQ),45011,NADPH dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OYE2 PE=1 SV=3
59,13,P39692|MET10_YEAST,7.39,338.85,3.772E6,3.639E6,3.865E6,3.773E6,3.706E6,3.745E6,3.981E6,3.877E6,3.602E6,3.496E6,1.00,0.96,1.02,1.00,0.98,0.99,1.06,1.03,0.95,0.93,3.71E6,3.823E6,3.729E6,3.931E6,3.558E6,1.00,1.03,1.01,1.06,0.96,40,29,29,Acrylamide; TMT10plex; Deamidation (NQ),114829,Sulfite reductase [NADPH] flavoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET10 PE=1 SV=2
55,46,P00815|HIS2_YEAST,25.23,337.45,4.091E6,4.132E6,4.306E6,4.336E6,4.693E6,4.925E6,4.758E6,4.727E6,5.42E6,5.536E6,1.00,1.01,1.05,1.06,1.15,1.20,1.16,1.16,1.32,1.35,4.112E6,4.324E6,4.809E6,4.742E6,5.483E6,1.00,1.05,1.17,1.15,1.33,35,26,26,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),87721,Histidine biosynthesis trifunctional protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS4 PE=1 SV=3
25,23,P16521|EF3A_YEAST,22.89,337.44,8.573E6,8.263E6,8.062E6,8.274E6,7.178E6,6.818E6,6.829E6,7.178E6,5.187E6,5.021E6,1.00,0.96,0.94,0.97,0.84,0.80,0.80,0.84,0.61,0.59,8.418E6,8.17E6,6.998E6,7.008E6,5.128E6,1.00,0.97,0.83,0.83,0.61,32,36,30,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),115945,Elongation factor 3A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEF3 PE=1 SV=4
28,76,P29453|RL8B_YEAST,9.52,337.36,9.494E5,9.215E5,9.412E5,1.025E6,8.416E5,8.501E5,8.706E5,9.147E5,8.134E5,8.523E5,1.00,0.97,0.99,1.08,0.89,0.90,0.92,0.96,0.86,0.90,9.354E5,9.83E5,8.458E5,8.926E5,8.329E5,1.00,1.05,0.90,0.95,0.89,14,24,5,TMT10plex; Oxidation (M),28112,60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8B PE=1 SV=3
36,26,P19414|ACON_YEAST,31.60,336.83,6.504E6,6.464E6,7.602E6,7.322E6,7.55E6,7.657E6,7.905E6,7.595E6,2.462E7,2.549E7,1.00,0.99,1.17,1.13,1.16,1.18,1.22,1.17,3.79,3.92,6.484E6,7.466E6,7.608E6,7.75E6,2.505E7,1.00,1.15,1.17,1.20,3.86,42,31,31,TMT10plex; Oxidation (M); Deamidation (NQ),85368,Aconitate hydratase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACO1 PE=1 SV=2
52,98,P10664|RL4A_YEAST,30.17,334.81,7.955E5,7.608E5,5.755E5,5.69E5,5.252E5,5.422E5,4.538E5,4.735E5,3.255E5,3.196E5,1.00,0.96,0.72,0.72,0.66,0.68,0.57,0.60,0.41,0.40,7.782E5,5.723E5,5.337E5,4.637E5,3.226E5,1.00,0.74,0.69,0.60,0.41,4,18,2,TMT10plex,39092,60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL4A PE=1 SV=4
15,29,P00330|ADH1_YEAST,19.05,334.62,3.352E7,3.262E7,3.388E7,3.404E7,3.878E7,3.771E7,3.433E7,3.473E7,1.15E7,1.023E7,1.00,0.97,1.01,1.02,1.16,1.13,1.02,1.04,0.34,0.31,3.308E7,3.396E7,3.824E7,3.453E7,1.088E7,1.00,1.03,1.16,1.04,0.33,46,21,15,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),36849,Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5
29,40,P47169|MET5_YEAST,9.75,334.23,4.811E6,4.71E6,4.94E6,4.967E6,4.947E6,4.858E6,5.067E6,5.039E6,4.987E6,4.825E6,1.00,0.98,1.03,1.03,1.03,1.01,1.05,1.05,1.04,1.00,4.768E6,4.967E6,4.91E6,5.061E6,4.92E6,1.00,1.04,1.03,1.06,1.03,41,46,45,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),161218,Sulfite reductase [NADPH] subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET5 PE=1 SV=1
34,62,P17076|RL8A_YEAST,2.14,331.59,4.336E5,3.547E5,4.195E5,4.449E5,3.863E5,4.263E5,4.059E5,3.923E5,4.057E5,4.167E5,1.00,0.82,0.97,1.03,0.89,0.98,0.94,0.90,0.94,0.96,3.941E5,4.322E5,4.063E5,3.991E5,4.112E5,1.00,1.10,1.03,1.01,1.04,9,22,3,TMT10plex,28125,60S ribosomal protein L8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8A PE=1 SV=4
43,81,P07245|C1TC_YEAST,14.06,330.18,3.428E6,3.462E6,3.657E6,3.662E6,3.652E6,3.627E6,3.5E6,3.663E6,3.965E6,4.102E6,1.00,1.01,1.07,1.07,1.07,1.06,1.02,1.07,1.16,1.20,3.445E6,3.662E6,3.643E6,3.581E6,4.033E6,1.00,1.06,1.06,1.04,1.17,36,27,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),102205,C-1-tetrahydrofolate synthase  cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE3 PE=1 SV=1
44,41,P0CS90|HSP77_YEAST,25.10,329.43,6.625E6,6.519E6,6.694E6,6.83E6,7.53E6,7.563E6,7.786E6,7.786E6,1.375E7,1.414E7,1.00,0.98,1.01,1.03,1.14,1.14,1.18,1.18,2.07,2.13,6.572E6,6.766E6,7.546E6,7.786E6,1.394E7,1.00,1.03,1.15,1.18,2.12,33,20,20,TMT10plex; Deamidation (NQ),70628,Import motor subunit  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSC1 PE=1 SV=1
94,43,P16140|VATB_YEAST,27.91,327.29,3.485E6,3.462E6,3.651E6,3.545E6,3.5E6,3.546E6,3.574E6,3.429E6,2.913E6,2.906E6,1.00,0.99,1.05,1.02,1.00,1.02,1.03,0.98,0.84,0.83,3.473E6,3.598E6,3.523E6,3.502E6,2.909E6,1.00,1.04,1.01,1.01,0.84,49,21,21,TMT10plex; Deamidation (NQ),57749,V-type proton ATPase subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA2 PE=1 SV=2
47,48,P17255|VATA_YEAST,19.69,326.52,3.928E6,4.048E6,4.104E6,4.213E6,4.227E6,4.348E6,4.405E6,4.413E6,3.814E6,3.856E6,1.00,1.03,1.04,1.07,1.08,1.11,1.12,1.12,0.97,0.98,3.988E6,4.158E6,4.295E6,4.409E6,3.847E6,1.00,1.04,1.08,1.11,0.96,39,35,35,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),118637,V-type proton ATPase catalytic subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA1 PE=1 SV=3
33,32,P06106|CYSD_YEAST,21.79,326.38,1.33E7,1.384E7,1.312E7,1.299E7,1.455E7,1.44E7,1.381E7,1.369E7,1.532E7,1.552E7,1.00,1.04,0.99,0.98,1.09,1.08,1.04,1.03,1.15,1.17,1.357E7,1.306E7,1.448E7,1.375E7,1.542E7,1.00,0.96,1.07,1.01,1.14,52,19,19,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),48672,Homocysteine/cysteine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET17 PE=1 SV=3
