Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity TMT10-126,Intensity TMT10-127N,Intensity TMT10-127C,Intensity TMT10-128N,Intensity TMT10-128C,Intensity TMT10-129N,Intensity TMT10-129C,Intensity TMT10-130N,Intensity TMT10-130C,Intensity TMT10-131,Ratio TMT10-126,Ratio TMT10-127N,Ratio TMT10-127C,Ratio TMT10-128N,Ratio TMT10-128C,Ratio TMT10-129N,Ratio TMT10-129C,Ratio TMT10-130N,Ratio TMT10-130C,Ratio TMT10-131,Intensity Group 1(TMT10-126; TMT10-127N),Intensity Group 2(TMT10-127C; TMT10-128N),Intensity Group 3(TMT10-128C; TMT10-129N),Intensity Group 4(TMT10-129C; TMT10-130N),Intensity Group 5(TMT10-130C; TMT10-131),Ratio Group 1(TMT10-126; TMT10-127N),Ratio Group 2(TMT10-127C; TMT10-128N),Ratio Group 3(TMT10-128C; TMT10-129N),Ratio Group 4(TMT10-129C; TMT10-130N),Ratio Group 5(TMT10-130C; TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
2,14,P00359|G3P3_YEAST,20.18,327.94,1.093E8,1.08E8,1.028E8,1.041E8,1.103E8,1.076E8,1.07E8,1.071E8,5.206E7,4.935E7,1.00,0.99,0.94,0.95,1.01,0.98,0.98,0.98,0.48,0.45,1.086E8,1.034E8,1.09E8,1.071E8,5.072E7,1.00,0.95,1.00,0.99,0.47,80,34,34,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),35747,Glyceraldehyde-3-phosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH3 PE=1 SV=3
9,8,P10591|HSP71_YEAST,19.43,327.86,8.332E5,8.002E5,8.139E5,8.707E5,9.667E5,1.046E6,1.072E6,9.945E5,1.24E6,1.219E6,1.00,0.96,0.98,1.04,1.16,1.26,1.29,1.19,1.49,1.46,8.167E5,8.423E5,1.006E6,1.033E6,1.23E6,1.00,1.03,1.23,1.27,1.51,19,39,9,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),69657,Heat shock protein SSA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA1 PE=1 SV=4
10,7,P10592|HSP72_YEAST,16.67,325.92,1.93E6,1.934E6,1.941E6,1.919E6,1.743E6,1.709E6,1.753E6,1.845E6,1.411E6,1.346E6,1.00,1.00,1.01,0.99,0.90,0.89,0.91,0.96,0.73,0.70,1.932E6,1.93E6,1.726E6,1.799E6,1.379E6,1.00,1.00,0.89,0.93,0.71,11,37,5,TMT10plex; Oxidation (M),69470,Heat shock protein SSA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSA2 PE=1 SV=3
21,21,P11484|SSB1_YEAST,7.02,313.04,5.568E5,5.341E5,5.691E5,5.233E5,4.53E5,5.213E5,5.063E5,5.268E5,4.916E5,4.949E5,1.00,0.96,1.02,0.94,0.81,0.94,0.91,0.95,0.88,0.89,5.495E5,5.489E5,4.919E5,5.222E5,5.017E5,1.00,1.00,0.90,0.95,0.91,10,31,4,Acrylamide; TMT10plex; Oxidation (M),66602,Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB1 PE=1 SV=3
34,12,P03965|CARB_YEAST,17.64,311.68,1.161E7,1.13E7,9.938E6,9.755E6,9.343E6,9.422E6,9.509E6,9.347E6,1.068E7,1.105E7,1.00,0.97,0.86,0.84,0.80,0.81,0.82,0.81,0.92,0.95,1.145E7,9.847E6,9.382E6,9.428E6,1.086E7,1.00,0.86,0.82,0.82,0.95,33,37,36,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),123915,Carbamoyl-phosphate synthase arginine-specific large chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPA2 PE=1 SV=1
27,36,P38720|6PGD1_YEAST,24.73,309.20,1.092E7,1.148E7,1.169E7,1.204E7,1.144E7,1.151E7,1.164E7,1.176E7,9.281E6,9.167E6,1.00,1.05,1.07,1.10,1.05,1.05,1.07,1.08,0.85,0.84,1.12E7,1.187E7,1.148E7,1.171E7,9.235E6,1.00,1.06,1.03,1.05,0.82,49,29,22,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),53543,6-phosphogluconate dehydrogenase  decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GND1 PE=1 SV=1
59,20,P16861|PFKA1_YEAST,30.85,305.80,8.08E6,8.03E6,8.353E6,8.332E6,8.22E6,8.374E6,8.26E6,8.443E6,6.968E6,7.002E6,1.00,0.99,1.03,1.03,1.02,1.04,1.02,1.04,0.86,0.87,8.055E6,8.343E6,8.297E6,8.352E6,6.985E6,1.00,1.04,1.03,1.04,0.87,33,31,30,Acrylamide; TMT10plex,107970,ATP-dependent 6-phosphofructokinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFK1 PE=1 SV=1
29,94,P00950|PMG1_YEAST,24.25,304.81,4.038E7,4.17E7,4.585E7,4.561E7,4.759E7,4.894E7,4.961E7,4.791E7,1.986E7,1.904E7,1.00,1.03,1.14,1.13,1.18,1.21,1.23,1.19,0.49,0.47,4.104E7,4.573E7,4.827E7,4.876E7,1.945E7,1.00,1.11,1.18,1.19,0.47,63,15,15,TMT10plex; Oxidation (M); Deamidation (NQ),27609,Phosphoglycerate mutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPM1 PE=1 SV=3
18,5,P07262|DHE4_YEAST,21.21,304.58,1.83E7,1.776E7,1.736E7,1.811E7,2.063E7,1.99E7,1.978E7,2.019E7,1.191E7,1.135E7,1.00,0.97,0.95,0.99,1.13,1.09,1.08,1.10,0.65,0.62,1.804E7,1.773E7,2.027E7,1.998E7,1.163E7,1.00,0.98,1.12,1.11,0.64,58,26,17,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),49570,NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2
17,18,P15108|HSC82_YEAST,16.46,301.27,4.929E6,5.036E6,5.446E6,5.11E6,4.779E6,4.679E6,4.918E6,5.003E6,4.442E6,4.455E6,1.00,1.02,1.10,1.04,0.97,0.95,1.00,1.02,0.90,0.90,4.988E6,5.28E6,4.732E6,4.961E6,4.453E6,1.00,1.06,0.95,0.99,0.89,11,36,7,TMT10plex; Deamidation (NQ),80900,ATP-dependent molecular chaperone HSC82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSC82 PE=1 SV=4
22,38,P06168|ILV5_YEAST,33.79,300.73,1.553E7,1.552E7,1.455E7,1.479E7,1.417E7,1.379E7,1.433E7,1.418E7,1.697E7,1.695E7,1.00,1.00,0.94,0.95,0.91,0.89,0.92,0.91,1.09,1.09,1.552E7,1.467E7,1.398E7,1.425E7,1.696E7,1.00,0.95,0.90,0.92,1.09,62,23,23,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),44369,Ketol-acid reductoisomerase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV5 PE=1 SV=1
48,51,P38009|PUR92_YEAST,21.59,297.82,4.266E6,4.155E6,4.329E6,4.312E6,4.255E6,4.239E6,4.16E6,4.275E6,6.291E6,6.503E6,1.00,0.97,1.01,1.01,1.00,0.99,0.98,1.00,1.47,1.52,4.21E6,4.32E6,4.25E6,4.217E6,6.405E6,1.00,1.03,1.01,1.00,1.52,56,30,24,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),65263,Bifunctional purine biosynthesis protein ADE17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE17 PE=1 SV=2
42,13,P39692|MET10_YEAST,12.04,296.63,5.921E6,5.988E6,6.119E6,6.28E6,5.995E6,6.101E6,6.247E6,6.505E6,6.386E6,6.319E6,1.00,1.01,1.03,1.06,1.01,1.03,1.06,1.10,1.08,1.07,5.954E6,6.205E6,6.048E6,6.385E6,6.357E6,1.00,1.04,1.02,1.07,1.07,42,32,32,Acrylamide; TMT10plex; Deamidation (NQ),114829,Sulfite reductase [NADPH] flavoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET10 PE=1 SV=2
20,17,P40150|SSB2_YEAST,5.23,296.11,1.012E6,9.931E5,1.12E6,1.075E6,1.002E6,1.075E6,1.07E6,9.866E5,9.346E5,1.008E6,1.00,0.98,1.11,1.06,0.99,1.06,1.06,0.97,0.92,1.00,1.003E6,1.097E6,1.038E6,1.028E6,9.711E5,1.00,1.09,1.04,1.03,0.97,10,31,4,TMT10plex; Oxidation (M); Deamidation (NQ),66595,Ribosome-associated molecular chaperone SSB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB2 PE=1 SV=2
8,25,P02994|EF1A_YEAST,12.76,296.10,9.581E7,1.002E8,9.171E7,9.038E7,8.379E7,8.207E7,8.226E7,7.959E7,8.515E7,8.5E7,1.00,1.05,0.96,0.94,0.87,0.86,0.86,0.83,0.89,0.89,9.8E7,9.105E7,8.293E7,8.092E7,8.507E7,1.00,0.93,0.85,0.83,0.87,59,26,26,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),50033,Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF1 PE=1 SV=1
7,101,P14540|ALF_YEAST,20.30,295.20,5.148E7,5.188E7,5.333E7,5.222E7,5.238E7,5.233E7,5.239E7,5.224E7,2.801E7,2.664E7,1.00,1.01,1.04,1.01,1.02,1.02,1.02,1.01,0.54,0.52,5.17E7,5.28E7,5.238E7,5.235E7,2.736E7,1.00,1.02,1.01,1.01,0.53,52,20,20,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),39621,Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3
39,24,P39976|DLD3_YEAST,23.61,295.17,6.615E6,6.702E6,6.875E6,6.922E6,6.084E6,6.138E6,6.114E6,6.296E6,5.621E6,5.518E6,1.00,1.01,1.04,1.05,0.92,0.93,0.92,0.95,0.85,0.83,6.665E6,6.906E6,6.114E6,6.216E6,5.581E6,1.00,1.04,0.92,0.93,0.84,69,27,27,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),55225,D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DLD3 PE=1 SV=1
26,33,P54115|ALDH6_YEAST,39.38,293.70,1.268E7,1.262E7,1.14E7,1.146E7,1.007E7,1.015E7,9.92E6,9.967E6,2.605E7,2.653E7,1.00,1.00,0.90,0.90,0.79,0.80,0.78,0.79,2.05,2.09,1.265E7,1.143E7,1.011E7,9.943E6,2.629E7,1.00,0.90,0.80,0.79,2.08,56,29,29,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),54414,Magnesium-activated aldehyde dehydrogenase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD6 PE=1 SV=4
25,23,P16521|EF3A_YEAST,36.12,293.59,1.133E7,1.132E7,1.077E7,1.077E7,9.229E6,9.145E6,8.938E6,9.292E6,7.503E6,7.304E6,1.00,1.00,0.95,0.95,0.81,0.81,0.79,0.82,0.66,0.64,1.132E7,1.077E7,9.187E6,9.12E6,7.406E6,1.00,0.95,0.81,0.81,0.65,32,35,30,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),115945,Elongation factor 3A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEF3 PE=1 SV=4
23,19,P02829|HSP82_YEAST,26.52,289.31,8.408E5,8.302E5,9.812E5,9.925E5,1.201E6,1.143E6,1.226E6,1.3E6,1.893E6,1.982E6,1.00,0.99,1.17,1.18,1.43,1.36,1.46,1.55,2.25,2.36,8.355E5,9.868E5,1.172E6,1.263E6,1.937E6,1.00,1.18,1.40,1.51,2.32,7,33,4,TMT10plex,81406,ATP-dependent molecular chaperone HSP82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP82 PE=1 SV=1
31,40,P47169|MET5_YEAST,14.87,288.40,7.015E6,7.03E6,7.365E6,7.42E6,7.101E6,7.298E6,7.341E6,7.478E6,6.982E6,7.167E6,1.00,1.00,1.05,1.06,1.01,1.04,1.05,1.07,1.00,1.02,7.031E6,7.411E6,7.202E6,7.426E6,7.091E6,1.00,1.05,1.02,1.06,1.01,36,43,42,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),161218,Sulfite reductase [NADPH] subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET5 PE=1 SV=1
53,46,P00815|HIS2_YEAST,21.56,287.76,5.802E6,5.911E6,6.17E6,6.061E6,6.995E6,7.083E6,6.895E6,7.054E6,7.378E6,7.548E6,1.00,1.02,1.06,1.04,1.21,1.22,1.19,1.22,1.27,1.30,5.857E6,6.121E6,7.045E6,6.979E6,7.465E6,1.00,1.05,1.20,1.19,1.27,37,27,27,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),87721,Histidine biosynthesis trifunctional protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS4 PE=1 SV=3
91,37,P04147|PABP_YEAST,24.95,286.17,7.953E6,8.122E6,7.526E6,7.872E6,7.136E6,7.096E6,7.223E6,7.29E6,7.984E6,7.998E6,1.00,1.02,0.95,0.99,0.90,0.89,0.91,0.92,1.00,1.01,8.038E6,7.699E6,7.116E6,7.259E6,7.991E6,1.00,0.96,0.89,0.90,0.99,38,25,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),64344,Polyadenylate-binding protein  cytoplasmic and nuclear OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAB1 PE=1 SV=4
32,54,P37291|GLYC_YEAST,17.13,285.59,2.52E7,2.569E7,2.378E7,2.445E7,2.144E7,2.142E7,2.124E7,2.091E7,1.984E7,2.08E7,1.00,1.02,0.94,0.97,0.85,0.85,0.84,0.83,0.79,0.83,2.545E7,2.411E7,2.143E7,2.108E7,2.032E7,1.00,0.95,0.84,0.83,0.80,54,26,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),52219,Serine hydroxymethyltransferase  cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SHM2 PE=1 SV=2
41,41,P0CS90|HSP77_YEAST,41.72,284.84,6.512E6,6.42E6,7.011E6,6.955E6,7.683E6,7.879E6,7.71E6,7.604E6,1.535E7,1.548E7,1.00,0.99,1.08,1.07,1.18,1.21,1.18,1.17,2.36,2.38,6.466E6,6.983E6,7.781E6,7.657E6,1.541E7,1.00,1.08,1.20,1.18,2.38,34,22,19,TMT10plex; Oxidation (M); Deamidation (NQ),70628,Import motor subunit  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSC1 PE=1 SV=1
83,65,P38972|PUR4_YEAST,14.04,284.26,4.91E6,5.043E6,5.162E6,5.189E6,4.719E6,4.806E6,4.789E6,4.909E6,5.607E6,5.767E6,1.00,1.03,1.05,1.06,0.96,0.98,0.98,1.00,1.14,1.17,4.976E6,5.179E6,4.769E6,4.857E6,5.687E6,1.00,1.04,0.96,0.98,1.14,27,26,26,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),148904,Phosphoribosylformylglycinamidine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE6 PE=1 SV=2
43,48,P17255|VATA_YEAST,9.61,283.63,6.709E6,6.576E6,6.954E6,7.08E6,7.034E6,7.399E6,7.137E6,7.216E6,7.059E6,6.882E6,1.00,0.98,1.04,1.06,1.05,1.10,1.06,1.08,1.05,1.03,6.646E6,7.017E6,7.221E6,7.179E6,6.977E6,1.00,1.06,1.09,1.08,1.05,38,33,33,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),118637,V-type proton ATPase catalytic subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA1 PE=1 SV=3
28,32,P06106|CYSD_YEAST,13.93,282.13,1.922E7,1.866E7,1.825E7,1.86E7,2.137E7,2.067E7,2.056E7,2.068E7,2.034E7,1.972E7,1.00,0.97,0.95,0.97,1.11,1.08,1.07,1.08,1.06,1.03,1.894E7,1.843E7,2.104E7,2.063E7,2.004E7,1.00,0.97,1.11,1.09,1.06,63,20,20,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),48672,Homocysteine/cysteine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET17 PE=1 SV=3
71,117,Q03558|OYE2_YEAST,18.18,282.12,9.799E6,9.5E6,1.091E7,1.093E7,1.205E7,1.223E7,1.225E7,1.247E7,1.083E7,1.054E7,1.00,0.97,1.11,1.12,1.23,1.25,1.25,1.27,1.11,1.08,9.652E6,1.092E7,1.214E7,1.237E7,1.071E7,1.00,1.13,1.26,1.28,1.11,60,22,22,TMT10plex; Oxidation (M); Deamidation (NQ),45011,NADPH dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OYE2 PE=1 SV=3
82,105,P10963|PCKA_YEAST,41.29,281.77,1.886E6,1.819E6,2.172E6,2.04E6,2.051E6,2.164E6,1.946E6,1.846E6,2.531E7,2.593E7,1.00,0.96,1.15,1.08,1.09,1.15,1.03,0.98,13.42,13.75,1.855E6,2.129E6,2.11E6,1.907E6,2.562E7,1.00,1.15,1.14,1.03,13.81,51,22,22,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),60983,Phosphoenolpyruvate carboxykinase (ATP) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCK1 PE=1 SV=2
13,29,P00330|ADH1_YEAST,23.50,279.96,7.649E7,7.517E7,7.382E7,7.446E7,8.642E7,8.431E7,8.395E7,8.354E7,2.737E7,2.396E7,1.00,0.98,0.97,0.97,1.13,1.10,1.10,1.09,0.36,0.31,7.583E7,7.415E7,8.537E7,8.375E7,2.568E7,1.00,0.98,1.13,1.10,0.34,60,20,18,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),36849,Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5
37,26,P19414|ACON_YEAST,36.55,278.63,9.497E6,9.435E6,1.067E7,1.062E7,1.085E7,1.084E7,1.055E7,1.064E7,4.029E7,4.099E7,1.00,0.99,1.12,1.12,1.14,1.14,1.11,1.12,4.24,4.32,9.466E6,1.065E7,1.085E7,1.059E7,4.064E7,1.00,1.12,1.15,1.12,4.29,37,28,28,TMT10plex; Oxidation (M),85368,Aconitate hydratase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACO1 PE=1 SV=2
70,98,P10664|RL4A_YEAST,20.59,278.60,1.042E6,1.082E6,6.955E5,7.62E5,6.861E5,6.09E5,6.634E5,6.644E5,4.16E5,4.393E5,1.00,1.04,0.67,0.73,0.66,0.58,0.64,0.64,0.40,0.42,1.062E6,7.287E5,6.476E5,6.639E5,4.277E5,1.00,0.69,0.61,0.63,0.40,4,16,2,TMT10plex,39092,60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL4A PE=1 SV=4
49,81,P07245|C1TC_YEAST,11.36,278.25,5.34E6,5.223E6,5.576E6,5.456E6,5.465E6,5.614E6,5.213E6,5.61E6,5.974E6,6.131E6,1.00,0.98,1.04,1.02,1.02,1.05,0.98,1.05,1.12,1.15,5.282E6,5.516E6,5.54E6,5.411E6,6.056E6,1.00,1.04,1.05,1.02,1.15,37,28,25,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),102205,C-1-tetrahydrofolate synthase  cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE3 PE=1 SV=1
30,76,P29453|RL8B_YEAST,1.12,277.42,1.115E6,1.022E6,1.036E6,1.045E6,9.35E5,1.017E6,9.884E5,1.061E6,1.046E6,9.713E5,1.00,0.92,0.93,0.94,0.84,0.91,0.89,0.95,0.94,0.87,1.068E6,1.04E6,9.759E5,1.025E6,1.009E6,1.00,0.97,0.91,0.96,0.94,14,22,5,TMT10plex; Oxidation (M),28112,60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8B PE=1 SV=3
